ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
1767,India,IND,,,Asia,Public health measures,Introduction of quarantine policies,No,"People coming from Republic of Korea, Iran and Italy or those having history of travel to these countries may be quarantined for 14 days on arrival to India.",2/26/20,India's MoHFW,Government,https://main.mohfw.gov.in/sites/default/files/Consolidated%20Travel%20advisory%20to%20travelers%20Updated%2026-02-2020.pdf,3/23/20,
1768,India,IND,,,Asia,Movement restrictions,Visa restrictions,Yes,Existing visas (including eVisa already issued) of those traveling from China to India are no longer valid for any foreign national travelling from China.,2/26/20,India's MoHFW,Government,https://main.mohfw.gov.in/sites/default/files/Consolidated%20Travel%20advisory%20to%20travelers%20Updated%2026-02-2020.pdf,3/23/20,
1769,India,IND,,,Asia,Movement restrictions,Visa restrictions,Yes,"Indian citizens are advised to refrain from travel to COVID-19 affected Countries (China, Republic of Korea, Islamic Republic of Iran, Italy and Japan). For those planning a visit to India from these countries, Existing visas (including eVisa already issued) are no longer valid for any foreign national travelling from these countries. ",3/2/20,India's MoHFW,Government,https://main.mohfw.gov.in/sites/default/files/Consolidated%20Travel%20advisory%20to%20travelers%20Updated%2002032020.pdf,3/23/20,
1770,India,IND,,,Asia,Movement restrictions,Visa restrictions,Yes,"All regular (sticker) Visas/e-Visa (including VoA for Japan and South Korea) granted to nationals of Italy, Iran, South Korea, Japan and issued on or before 03.03.2020 and who have not yet entered India, stand suspended with immediate effect. Such foreign nationals may not enter India from any Air, Land or Seaport ICPs. Regular (sticker) visas/e-Visas granted to all foreign nationals who have travelled to Peoples Republic of China, Iran, Italy, South Korea and Japan on or after 01.02.2020, and who have not yet entered India stand suspended with immediate effect.  Such foreign nationals may not enter India from any Air, Land or Seaport ICPs.",3/3/20,India's Bureau of Immigration,Government,https://boi.gov.in/content/advisory-travel-and-visa-restrictions-related-covid-19,3/23/20,
1771,India,IND,,,Asia,Public health measures,Health screenings in airports and border crossings,Yes,"Passengers (foreign and Indian) other than those restricted, arriving directly or indirectly from China, South Korea, Japan, Iran, Italy, Hong Kong, Macau, Vietnam, Malaysia, Indonesia, Nepal, Thailand, Singapore and Taiwan must undergo medical screening at port of entry.",3/3/20,India's Bureau of Immigration,Government,https://boi.gov.in/content/advisory-travel-and-visa-restrictions-related-covid-19,3/23/20,
1773,India,IND,,,Asia,Social distancing,Limit public gatherings,No,Advisory against mass gatherings,3/5/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/advisoryformassgathering.pdf,3/23/20,
1774,India,IND,,,Asia,Movement restrictions,Visa restrictions,Yes,"Indian citizens are advised to refrain from travel to China, Iran, Republic of Korea, Italy & Japan and advised to avoid non-essential travel to other COVID-19 affected countries. All regular (sticker) Visas/e-Visa (including VoA for Japan and South Korea) granted to nationals of Italy, Iran, South Korea, Japan and issued on or before 03.03.2020 and who have not yet entered India, stand suspended with immediate effect. Regular (sticker) visa / e-Visa granted to nationals of Peoples Republic of China, issued on or before 05.02.2020 were suspended earlier. It shall remain in force. Regular (sticker) visas/e-Visas granted to all foreign nationals who have travelled to Peoples Republic of China, Iran, Italy, South Korea and Japan on or after 01.02.2020, and who have not yet entered India stand suspended with immediate effect.",3/6/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/DraftTraveladvisorytotravelersUpdated06032020.pdf,3/23/20,
1775,India,IND,,,Asia,Public health measures,Health screenings in airports and border crossings,No,All international Passengers entering into India are required to furnish duly filled self-declaration form (including personal particulars i.e. phone no. and address in India) to Health Officials and Immigration officials and undergo Universal Health Screening at the designated health counters at all Points of Entry.,3/6/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/DraftTraveladvisorytotravelersUpdated06032020.pdf,3/23/20,
1776,India,IND,,,Asia,Public health measures,Introduction of quarantine policies,Yes,"all passengers having travel history to China, Hong Kong, Republic of Korea, Japan, Italy, Thailand, Singapore, Iran, Malaysia, France, Spain and Germany are advised to undergo self-imposed quarantine for a period of 14 days from the date of their arrival. ",3/10/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/AdditionalTravelAdvisory1homeisolation.pdf,3/23/20,
1777,India,IND,,,Asia,Movement restrictions,Visa restrictions,Yes,"All regular Visas (including e Visas) which have been granted to nationals of France, Germany and Spain on or before 11.03.2020 and where these foreigners have not yet entered India stands suspended.",3/10/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/AdditionalTravelAdvisory1homeisolation.pdf,3/23/20,
1778,India,IND,,,Asia,Public health measures,General recommendations,No,"Indian citizens are advised to avoid non- essential travel abroad. They are further strongly advised to refrain from travelling to China, Italy, Iran, Republic of Korea, Japan, France, Spain and Germany.",3/10/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/AdditionalTravelAdvisory10032020.pdf,3/23/20,
1779,India,IND,,,Asia,Public health measures,Introduction of quarantine policies,No,"Incoming travelers, including Indian nationals, are advised to avoid non-essential travel and are informed that they can be quarantined for a minimum of 14 days on their arrival in India. Indian nationals are further strongly advised to refrain from travelling to China, Italy, Iran, Republic of Korea, France, Spain and Germany. ",3/11/20,India's Bureau of Immigration,Government,https://www.mohfw.gov.in/pdf/ConsolidatedTraveladvisoryUpdated11032020.pdf + https://www.mohfw.gov.in/pdf/VisarestrictionsrelatedtoCOVID19Ministries.pdf,3/23/20,
1780,India,IND,,,Asia,Movement restrictions,Border checks ,No,International traffic through land borders will be restricted to designated check posts with robust screening facilities.,3/11/20,India's Bureau of Immigration,Government,https://www.mohfw.gov.in/pdf/ConsolidatedTraveladvisoryUpdated11032020.pdf + https://www.mohfw.gov.in/pdf/VisarestrictionsrelatedtoCOVID19Ministries.pdf,3/23/20,
1781,India,IND,,,Asia,Movement restrictions,Border closure ,Yes,"All passenger movements through all Immigration Land Check Posts located at Indo-Bangladesh Border, Indo-Nepal Border, Indo-Bhutan Border, and Indo-Myanmar Border will be suspended with effect from 00:00 hours March 15, 2020 until further orders, except through designated posts. ",3/13/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/GuidelinesDT13032020.pdf,3/23/20,
1782,India,IND,,,Asia,Public health measures,Health screenings in airports and border crossings,Yes,Intensified health inspections at all these entry points. Subject to quarantine if symptomatic. ,3/13/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/GuidelinesDT13032020.pdf,3/23/20,
1783,India,IND,,,Asia,Movement restrictions,Border closure ,Yes,"Additional border restrictions, modifying the announcement from 13 March 2020. Suspending all types of passenger movements through all Immigration Land Check Posts. In effect 00:00 hours on March 15, except at the India-Pakistan border where it will go into effect from 00:00 hours on March 16. ",3/15/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/NewinstructionsDt14032020Restirctiononinternationalpassengertraffic.pdf,3/23/20,
1784,India,IND,,,Asia,Social and economic measures,Emergency administrative structures activated or established,No,Invoking use of emergency protocol & funds ,3/14/20,"Ministry of Home Affairs, Disaster Management Division ",Government,https://www.mohfw.gov.in/pdf/RevisedItem&NormsforutilisationofSDRFdt14032020.pdf,3/23/20,
1785,India,IND,,,Asia,Movement restrictions,Travel restrictions,Yes,"“Travel of passengers from Afghanistan, Philippines, Malaysia to India is prohibited with immediate effect. No flight shall take off from these countries to India after 1500 hours Indian Standard Time (IST)… till 31st March 2020 and will be reviewed subsequently.” ",3/17/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/TravelAdvisory17thMarch.pdf,3/23/20,
1786,India,IND,,,Asia,Movement restrictions,Flights suspension,No,"No international flights to take off for India from foreign airports after 0001 hrs GMT of March 22, 2020 until 0001 hrs GMT March 29, 2020. 20 hours maximum travel time. So no incoming international passengers allowed on Indian soil (foreigner or Indian) after 2001 hrs GMT of March 22, 2020.",3/22/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/Traveladvisory.pdf,3/23/20,
1787,India,IND,,,Asia,Public health measures,Introduction of quarantine policies,Yes,"All asymptomatic individuals who have undertaken international travel in the last 14 days should stay in home quarantine for 14 days, be tested only if symptomatic, and all family members living with a confirmed case should be quarantined. ",3/20/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/ICMRrevisedtestingstrategyforCOVID.pdf,3/23/20,
1788,India,IND,,,Asia,Public health measures,Testing for COVID-19,Yes,"Testing all symptomatic contacts of laboratory confirmed cases, symptomatic health care workers, and all hospitalized patients with Severe Acute Respiratory Illness. ",3/20/20,India's MoHFW,Government,https://www.mohfw.gov.in/pdf/ICMRrevisedtestingstrategyforCOVID.pdf,3/23/20,
151,Indonesia,IDN,,,Asia,Movement restrictions,Travel restrictions,Yes,"All foreign travellers, with the exception of nationals, who have been in or transited through mainland China, excluding Hong Kong and Macao, in the previous 14 days, including the airline crew, will not be granted a visa or granted entry/transit.",3/8/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,3/15/20,
152,Indonesia,IDN,,,Asia,Movement restrictions,Visa restrictions,Yes,"Visa-on-arrival and visa free entry have been suspended for mainland Chinese nationals, with exception to Hong Kong and Macao (both SAR) passport holders. It has also been suspended for all travellers from Iran, Italy, mainland China and South Korea.",3/8/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,3/15/20,
153,Indonesia,IDN,,,Asia,Movement restrictions,Travel restrictions,Yes,"From 8 March, the entry and transit ban will be expanded to include travellers with a travel history to Daegu and Gyeongsangbuk-do in South Korea; Tehran, Qom and Gilan in Iran; Lombardi, Venetto, Emilia-Romagna, Marche and Piedmont regions in Italy 14 days prior to arrival.",3/8/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,3/15/20,
154,Indonesia,IDN,,,Asia,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"Travellers from Iran, Italy and South Korea who come from outside the above mentioned areas must provide medical certificates issued within seven days by health authorities, proving them free of COVID-19 upon arrival",3/8/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,3/15/20,
156,Indonesia,IDN,,,Asia,Movement restrictions,Flights suspension,No,From and to China,,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/indonesie/,3/15/20,
546,Iran,IRN,,,Middle East,Social distancing,Schools closure ,Yes,,2/27/20,Ministry of Health and Medical Education,Government,https://www.voanews.com/science-health/coronavirus-outbreak/iran-closes-schools-limits-travel-amid-coronavirus-outbreak,3/16/20,
547,Iran,IRN,,,Middle East,Movement restrictions,Flights suspension,Yes,"Iran, China, Hong Kong, Macau, Taiwan",3/16/20,Ministry of Foreign Affairs - France,Government,https://www.voanews.com/science-health/coronavirus-outbreak/iran-closes-schools-limits-travel-amid-coronavirus-outbreak,3/16/20,
548,Iran,IRN,,,Middle East,Movement restrictions,Border checks ,Yes,Within major internal cities,2/27/20,Ministry of Health and Medical Education,Government,https://www.voanews.com/science-health/coronavirus-outbreak/iran-closes-schools-limits-travel-amid-coronavirus-outbreak,3/16/20,
549,Iran,IRN,,,Middle East,Public health measures,Introduction of quarantine policies,Yes,Controlling drivers temperature on selected roads,3/17/20,Presidency of Iran,Government,http://www.president.ir/en,3/16/20,
554,Iran,IRN,,,Middle East,Movement restrictions,Flights suspension,Yes,State's company suspends flights towards Europe ,3/8/20,Presidency of Iran,Media,https://www.middleeasteye.net/news/iranair-suspends-all-flights-europe-until-further-notice,3/16/20,
555,Iran,IRN,,,Middle East,Social distancing,Changes in prison-related policies,Yes,"54,000 prisoners temporarily released to prevent spread the virus",3/8/20,Presidency of Iran,Media,https://www.bbc.com/news/world-middle-east-51723398,3/16/20,
558,Iran,IRN,,,Middle East,Social distancing,Schools closure ,Yes,All schools and univerisities ,3/5/20,Ministry of Education,Media,https://www.middleeasteye.net/news/coronavirus-iran-closed-schools-universities-death-toll-rises,3/16/20,
732,Iraq,IRQ,Baghdad,,Middle East,Social and economic measures,General lockdown,No,Courfew in the city of Baghdad for at least one week,3/17/20,Ministry of Foreign Affairs Italy,Government,http://www.viaggiaresicuri.it/country/IRQ,3/16/20,
733,Iraq,IRQ,Kurdistan,,Middle East,Movement restrictions,Border checks ,No,Whoever travelled outside Iraq as of 1 January cannot enter the region unless certified of not having the virus,3/16/20,Ministry of Foreign Affairs Italy,Government,http://www.viaggiaresicuri.it/country/IRQ,3/16/20,
736,Iraq,IRQ,,,Middle East,Movement restrictions,Flights suspension,No,Suspension of all flights until 24 of March,3/17/20,Ministry of Foreign Affairs Italy,Government,http://www.viaggiaresicuri.it/country/IRQ,3/16/20,
749,Iraq,IRQ,,,Middle East,Movement restrictions,Border closure ,No,With Iran and Kuwait,3/16/20,Anadalou Agency,Media,https://www.aa.com.tr/en/health/number-of-coronavirus-cases-in-iraq-rises-to-79/1762980,3/16/20,
751,Iraq,IRQ,,,Middle East,Movement restrictions,Travel restrictions,Yes,"banned entry for travelers to and from China, Iran, Japan, South Korea, Thailand, Singapore, Italy, Bahrain, Kuwait; Iraqi citizens and diplomats are exempted",2/26/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/320406/iraq-government-extends-entry-restrictions-to-france-and-spain-march-6-update-8,3/16/20,
752,Iraq,IRQ,,,Middle East,Social distancing,Schools closure ,No,Until 24 of March,3/16/20,Anadalou Agency,Media,https://www.aa.com.tr/en/health/number-of-coronavirus-cases-in-iraq-rises-to-79/1762980,3/16/20,
793,Iraq,IRQ,,,Middle East,Movement restrictions,Travel restrictions,Yes,entry ban for travelers from France and Spain,3/6/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/320406/iraq-government-extends-entry-restrictions-to-france-and-spain-march-6-update-8,3/17/20,
794,Iraq,IRQ,,,Middle East,Movement restrictions,Travel restrictions,Yes,entry ban for travelers from Germany and Qatar,3/15/20,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-iraq/iraq-puts-germany-and-qatar-on-coronavirus-entry-ban-list-idUSKBN2101LO,3/17/20,
797,Iraq,IRQ,,,Middle East,Social distancing,Limit public gatherings,No,ban of religious gatherings and public gatherings as of 16 March ,3/16/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13,3/17/20,
799,Iraq,IRQ,,,Middle East,Movement restrictions,Travel restrictions,No,ban of non essential domestic travel between provinces,3/15/20,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-iraq/iraq-puts-germany-and-qatar-on-coronavirus-entry-ban-list-idUSKBN2101LO,3/17/20,
802,Iraq,IRQ,,,Middle East,Social and economic measures,General lockdown,No,lockdown for 7 days in Najaf governorate as of March 11,3/11/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13,3/17/20,
803,Iraq,IRQ,,,Middle East,Movement restrictions,Checkpoints,No,"roadblocks in Kurdistan Region (Erbil, Sulaimani) due to traffic ban",3/16/20,Garda,Other,https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13,3/17/20,
819,Iraq,IRQ,,,Middle East,Movement restrictions,Flights suspension,No,All airports in Iraq shut down as of 17 March 2020 for a 7 day period,3/17/20,NRC MERO,Other organisations,Internal Document circulated,3/18/20,
841,Iraq,IRQ,,,Middle East,Public health measures,Introduction of quarantine policies,Yes,"Nationals of Iraq who have been in China, Hong Kong, Iran, Italy, Japan, Korea, Macao, Singapore or Thailand in the past 14 days will be quarantined for 14 days",,NRC MERO,Other organisations,Internal Document circulated,3/18/20,
842,Iraq,IRQ,,,Middle East,Social and economic measures,General lockdown,Yes,Kurdish Region of Iraq traffic ban between all towns and districts in Erbil and Sulaymaniya provinces for 72 hours effective 12:00 Sunday midnight,3/15/20,Goverment KRI,Government,https://gov.krd/coronavirus-en/situation-update/,3/18/20,
1202,Iraq,IRQ,,,Middle East ,Movement restrictions,Flights suspension,No,All flights (until at least 24. march),3/17/20,US Embassy of Iraq ,Government,https://iq.usembassy.gov/covid-19-information/,3/20/20,
1203,Iraq,IRQ,,,Middle East ,Social and economic measures,General lockdown,Yes,"24-hr curfew in Baghdad  and Kurdish region ""IKR""(until at least 24. March)",3/17/20,US Embassy of Iraq ,Government,https://iq.usembassy.gov/covid-19-information/,3/20/20,
1204,Iraq,IRQ,,,Middle East ,Social distancing,Public services closure ,Yes,"All public celebrations of the Newroz holiday have been suspended in Iraq Kurdish Region ""IKR""",3/18/20,US Embassy of Iraq ,Government,https://iq.usembassy.gov/covid-19-information/,3/20/20,
534,Ireland,IRL,,,Europe,Public health measures,General recommendations,No,"Reduce social interactions, distance kept of 2 m, do not shake hands, etc.",3/12/20,Government of Ireland,Government,https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,3/16/20,
535,Ireland,IRL,,,Europe,Social distancing,Limit public gatherings,No,Limit of more than 100 people gatherings indoor and more than 500 people outdoor. All state run cultural instituions are closed ,3/12/20,Department of Health,Government,https://www.gov.uk/foreign-travel-advice/ireland,3/16/20,
536,Ireland,IRL,,,Europe,Social distancing,Schools closure ,No,All schools at all levels are closed until 29 March ,3/13/20,Department of Education,Government,https://www.education.ie/en/Press-Events/Press-Releases/2020-press-releases/12-march-2020-statement-from-the-department-of-education-and-skills.html,3/16/20,
851,Ireland,IRL,,,Europe,Social and economic measures,Economic measures,Yes,"All employees and self employed who have lost emplyment due to covid-19 are entitled to Pandemic Unemplyment Benefit, a flat rate of 203euro per week, for up to 6 weeks",3/15/20,Department of employment affairs and social protection,Government,https://www.gov.ie/en/publication/66d22e-covid-19-deasp-information-for-employers-and-employees-pdf/,3/20/20,https://www.citizensinformation.ie/en/social_welfare/social_welfare_payments/unemployed_people/covid19_pandemic_unemployment_payment.html
852,Ireland,IRL,,,Europe,Social and economic measures,Economic measures,Yes,"Measures put in place in coordination with 5 retail banks (AIB, Bank of Ireland, KBC, Permanent tsb and Ulster Bank) to support individuals and businesses affected by covid-19. ",3/18/20,Ministry of Finance,Government,https://www.gov.ie/en/press-release/878d4d-wednesdminister-donohoe-outlines-further-measures-to-support-individ/,3/20/20,https://www.citizensinformation.ie/en/health/covid19_overview.html
874,Ireland,IRL,,,Europe,Social distancing,Public services closure ,No,All pubs across Ireland to close until at least the 29th of March,3/16/20,Department of the Taoiseach ,Government,https://www.gov.ie/en/press-release/20fc58-all-pubs-advised-to-close-until-march-29/,3/20/20,
605,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,No,all people returning to Israel have to self-quarantine for 14 days,3/9/20,Ministry of Health,Government,https://www.health.gov.il/English/Topics/Diseases/corona/Pages/default.aspx,3/16/20,
606,Israel,ISR,,,Middle East,Social distancing,Limit public gatherings,No,"all public gatherings are limited to 10 persons, public establishments such as bars, restaurants, gyms, ritual baths are closed",3/15/20,ministry of Health,Government,https://www.health.gov.il/English/Topics/Diseases/corona/Pages/default.aspx,3/16/20,
607,Israel,ISR,,,Middle East,Social distancing,Schools closure ,No,schools and education institutes will be closed as of 15 March,3/15/20,Ministry of Health,Government,https://www.health.gov.il/English/Topics/Diseases/corona/Pages/default.aspx,3/16/20,
611,Israel,ISR,,,Middle East,Movement restrictions,Electronic surveilance,Yes,Movements tracker - Government announces use of such counter-terrorism technology such as electronic surveilance to follow up on people infected. Not yet implemented.,,JerusalemPost,Media,https://www.jpost.com/Israel-News/Israels-measures-against-coronavirus-not-unlike-Big-Brother-analysis-621091,3/16/20,
241,Italy,ITA,,,Europe,Public health measures,Introduction of quarantine policies,No,For the whole population,3/11/20,Government,Government,http://www.governo.it/it/tipologie-contenuto/notizie,3/15/20,
242,Italy,ITA,,,Europe,Social and economic measures,State of emergency declared,Yes,State of Emergency declared on the risks associated with the onset of diseases caused by transmissible viral agents,1/31/20,Government,Government,http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241,3/15/20,
243,Italy,ITA,,,Europe,Movement restrictions,Flights suspension,Yes,Limited flights to and from China ,,,,,3/15/20,
244,Italy,ITA,Lombardia and Veneto,,Europe,Social and economic measures,General lockdown,Yes,Northern Italian regions (NUTS2) officially locked down,3/8/20,Government,Media,https://www.ilfattoquotidiano.it/2020/03/10/coronavirus-ora-il-veneto-di-zaia-si-accoda-chiudere-tutto-puo-essere-utile-ma-fino-a-due-giorni-fa-protestava-contro-la-zona-rossa/5731996/,3/15/20,
423,Italy,ITA,Lombardia,,Europe,Social distancing,Schools closure ,Yes,,2/21/20,Government,Government,https://www.gazzettaufficiale.it/eli/id/2020/02/25/20A01278/sg,3/16/20,
763,Italy,ITA,,,Europe,Social and economic measures,Economic measures,Yes,"Parental supports, economic help for SMEs",3/17/20,Government of Italy,Government,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-37/14324,3/17/20,
765,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,Yes,"10,000 medicine students allowed to work after graduation",3/17/20,Government of Italy,Government,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-37/14324,3/17/20,
767,Italy,ITA,,,Europe,Social distancing,Changes in prison-related policies,Yes,prisoners allowed to stay home with electric bracelets until June 2020 ,3/17/20,Government of Italy,Government,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-37/14324,3/17/20,
821,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,No,,3/17/20,Regione Lombardia,Government,https://www.regione.lombardia.it/wps/portal/istituzionale/HP/DettaglioRedazionale/servizi-e-informazioni/cittadini/salute-e-prevenzione/coronavirus/coronavirus-decreto-legge,3/20/20,
828,Italy,ITA,,,Europe,Social and economic measures,Economic measures,No,"Finance measures to sustain economy, health system, citizens.",3/17/20,,Government,https://www.regione.lombardia.it/wps/portal/istituzionale/HP/DettaglioRedazionale/servizi-e-informazioni/cittadini/salute-e-prevenzione/coronavirus/coronavirus-decreto-legge,3/20/20,
1673,Italy,ITA,,,Europe,Social and economic measures,General lockdown,No,Limitations extended with public parks and playgrounds closing and more restrictions on being outside ,3/20/20,Ministry of Health,Government,,3/23/20,
1674,Italy,ITA,,,Europe,Movement restrictions,Travel restrictions,No,Police started monitoring more key areas of traffic across the most-affected areas (e.g. Rimini),3/23/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/controlli-sugli-spostamenti-varchi-sulle-strade-riminesi,3/23/20,
1675,Italy,ITA,,,Europe,Social and economic measures,Military deployment,No,"Some municipalities have started deploying military personell (e.g. Napoli, Salerno, Messina, harbour checks in Palermo); implementation dates vary by a few days",3/20/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/piu-soldati-napoli-e-salerno-contro-lemergenza-covid-19,3/23/20,https://www.interno.gov.it/it/notizie/lesercito-i-controlli-porto-e-alla-stazione-palermo
1676,Italy,ITA,,,Europe,Public health measures,Introduction of quarantine policies,No,The temperature of all travelers returning home will be checked and information obtained; they will be surveillanced and voluntary self-isolation applies for 14 days,3/19/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/emergenza-covid19-consentito-andare-prendere-chi-rientra-italia,3/23/20,
1677,Italy,ITA,,,Europe,Social distancing,Public services closure ,No,"All production will be closed and strictly only those services remain open that are essential (e.g. pharmacies, health facilities, banks, grocery stores, ...)",3/23/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/emergenza-coronavirus-nuove-misure-restrittive-gazzetta-ufficiale,3/23/20,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4291
1678,Italy,ITA,,,Europe,Social and economic measures,General lockdown,No,"Nationally, the movement between municipalities is banned (apart for essential reasons)",3/23/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/emergenza-coronavirus-nuove-misure-restrittive-gazzetta-ufficiale,3/23/20,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&id=5494
1679,Italy,ITA,Caltanissetta,,Europe,Social and economic measures,Military deployment,Yes,To protect elderly people and the compliance with social distancing measure the military is deployed to post offices to have the oversight of the pension withdrawals,3/20/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/caltanissetta-misure-ritiro-pensioni-sicurezza-presso-uffici-postali,3/23/20,
1680,Italy,ITA,Lecco,,Europe,Social distancing,Public services closure ,No,"Further closures of public spaces were applied, including closing cementaries and cycle paths",3/20/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/nuove-limitazioni-provincia-lecco-chiusi-cimiteri-piste-ciclabili-casette-acqua-e-latte,3/23/20,
1681,Italy,ITA,Calabria,,Europe,Public health measures,Strengthening the public health system,No,Confiscated buildings from the responsible agency were prepared to be used in the response,3/16/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/beni-confiscati-disposizione-calabria-lemergenza-covid19,3/23/20,
1682,Italy,ITA,,,Europe,Social distancing,Public services closure ,No,"Some services are being closed, including bars, restaurant and alike as well as retail stores; production facilities remain open",3/11/20,Ministry of the Interior,Government,https://www.gazzettaufficiale.it/eli/id/2020/03/11/20A01605/sg,3/23/20,
1683,Italy,ITA,,,Europe,Social distancing,Limit public gatherings,No,"Ban of public gatherings, e.g. sport or events (no maximum number specified)",3/9/20,Ministry of the Interior,Government,https://www.gazzettaufficiale.it/eli/id/2020/03/09/20A01558/sg,3/23/20,
1684,Italy,ITA,,,Europe,Social distancing,Limit public gatherings,No,"Closure of museums, cancelling of educational trips",2/25/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/coronavirus-misure-aggiornate-contenere-lemergenza,3/23/20,
1685,Italy,ITA,Caltanissetta ,,Europe,Movement restrictions,Checkpoints,Yes,Police controls implemented at hospital entrances due to attacks on health workers,3/4/20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/piu-controlli-e-telecamere-caltanissetta-sicurezza-dei-presidi-medici,3/23/20,
567,Jamaica,JAM,,,Americas,Public health measures,Introduction of quarantine policies,Yes,"Citizens, non-Jamaicans with permanent residency, and those with marriage exemptions who have travelled to China, Iran, Italy, South Korea, and Singapore in the past 14 days will be subject to health assessments and quarantines.",3/14/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,3/16/20,
568,Jamaica,JAM,,,Americas,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"Citizens, non-Jamaicans with permanent residency, and those with marriage exemptions who have travelled to China, Iran, Italy, South Korea, and Singapore in the past 14 days will be subject to health assessments and quarantines.",3/14/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,3/16/20,
569,Jamaica,JAM,,,Americas,Movement restrictions,Travel restrictions,Yes,"All travellers with recent travel history to China, France, Germany, Iran, Italy, Singapore, South Korea and Spain will be subjected to immediate quarantine or could be denied entry.",3/14/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,3/16/20,
570,Jamaica,JAM,,,Americas,Public health measures,Introduction of quarantine policies,Yes,Airline crew will be given special permission to enter the country but are expected to remain in specified locations with restricted movement. ,3/14/20,Ministry of Foreign Affairs - UK ,Government,https://www.gov.uk/foreign-travel-advice/jamaica,3/16/20,
