Entity,Code,Year,"Physicians (per 1,000 people) (per 1,000 people)"
Iceland,ISL,1981,2.2
Iceland,ISL,1982,2.3
Iceland,ISL,1983,2.3
Iceland,ISL,1984,2.4
Iceland,ISL,1985,2.6
Iceland,ISL,1986,2.6
Iceland,ISL,1987,2.7
Iceland,ISL,1988,2.7
Iceland,ISL,1989,2.8
Iceland,ISL,1990,2.8
Iceland,ISL,1991,2.8
Iceland,ISL,1992,3
Iceland,ISL,1993,3
Iceland,ISL,1994,3
Iceland,ISL,1995,3
Iceland,ISL,1996,3.1
Iceland,ISL,1997,3.3
Iceland,ISL,1998,3.3
Iceland,ISL,1999,3.4
Iceland,ISL,2000,3.442
Iceland,ISL,2001,3.485
Iceland,ISL,2002,3.587
Iceland,ISL,2003,3.613
Iceland,ISL,2004,3.603
Iceland,ISL,2005,3.606
Iceland,ISL,2006,3.633
Iceland,ISL,2007,3.69
Iceland,ISL,2008,3.735
Iceland,ISL,2009,3.713
Iceland,ISL,2010,3.591
Iceland,ISL,2011,3.483
Iceland,ISL,2012,3.531
Iceland,ISL,2013,3.59
Iceland,ISL,2014,3.645
Iceland,ISL,2015,3.791
India,IND,1960,0.21
India,IND,1965,0.205
India,IND,1970,0.205
India,IND,1975,0.204
India,IND,1980,0.371
India,IND,1981,0.27
India,IND,1984,0.396
India,IND,1988,0.407
India,IND,1991,1.225
India,IND,1992,0.48
India,IND,1993,0.407
India,IND,1998,0.513
India,IND,2000,0.527
India,IND,2001,0.538
India,IND,2002,0.557
India,IND,2003,0.564
India,IND,2004,0.573
India,IND,2005,0.577
India,IND,2006,0.587
India,IND,2007,0.6
India,IND,2008,0.615
India,IND,2009,0.624
India,IND,2010,0.663
India,IND,2011,0.739
India,IND,2012,0.699
India,IND,2014,0.725
India,IND,2016,0.758
Indonesia,IDN,1960,0.021
Indonesia,IDN,1965,0.032
Indonesia,IDN,1970,0.037
Indonesia,IDN,1975,0.037
Indonesia,IDN,1979,0.085
Indonesia,IDN,1981,0.08
Indonesia,IDN,1983,0.106
Indonesia,IDN,1989,0.142
Indonesia,IDN,1990,0.144
Indonesia,IDN,1991,0.148
Indonesia,IDN,1993,0.058
Indonesia,IDN,1994,0.16
Indonesia,IDN,2000,0.162
Indonesia,IDN,2003,0.134
Indonesia,IDN,2006,0.13
Indonesia,IDN,2007,0.288
Indonesia,IDN,2009,0.145
Indonesia,IDN,2010,0.14
Indonesia,IDN,2012,0.201
Iran,IRN,1960,0.244
Iran,IRN,1965,0.257
Iran,IRN,1970,0.306
Iran,IRN,1981,0.338
Iran,IRN,1986,0.347
Iran,IRN,1987,0.376
Iran,IRN,1988,0.318
Iran,IRN,1993,0.318
Iran,IRN,1996,0.85
Iran,IRN,1998,1.049
Iran,IRN,2004,0.877
Iran,IRN,2005,0.882
Iran,IRN,2010,0.89
Iran,IRN,2014,1.491
Iraq,IRQ,1960,0.195
Iraq,IRQ,1965,0.2
Iraq,IRQ,1970,0.309
Iraq,IRQ,1980,0.563
Iraq,IRQ,1981,0.568
Iraq,IRQ,1986,0.596
Iraq,IRQ,1987,0.576
Iraq,IRQ,1990,0.603
Iraq,IRQ,1993,0.603
Iraq,IRQ,1998,0.55
Iraq,IRQ,2001,0.543
Iraq,IRQ,2004,0.658
Iraq,IRQ,2005,0.66
Iraq,IRQ,2007,0.528
Iraq,IRQ,2010,0.639
Iraq,IRQ,2014,0.854
Ireland,IRL,1992,2
Ireland,IRL,1993,2
Ireland,IRL,1994,2
Ireland,IRL,1995,2.1
Ireland,IRL,1996,2.1
Ireland,IRL,1997,2.1
Ireland,IRL,1998,2.2
Ireland,IRL,1999,2.3
Ireland,IRL,2000,2.2
Ireland,IRL,2001,2.4
Ireland,IRL,2002,2.4
Ireland,IRL,2003,2.6
Ireland,IRL,2004,2.786
Ireland,IRL,2006,2.94
Ireland,IRL,2007,3.08
Ireland,IRL,2008,3.187
Ireland,IRL,2011,2.625
Ireland,IRL,2012,2.667
Ireland,IRL,2013,2.647
Ireland,IRL,2014,2.777
Ireland,IRL,2015,2.868
Ireland,IRL,2016,2.961
Isle of Man,IMN,1960,0.248
Isle of Man,IMN,1965,0.26
Isle of Man,IMN,1970,0.308
Isle of Man,IMN,1981,0.684
Isle of Man,IMN,1986,0.787
Isle of Man,IMN,1990,0.577
Isle of Man,IMN,2010,1.449
Israel,ISR,1960,2.472
Israel,ISR,1965,2.5
Israel,ISR,1970,2.881
Israel,ISR,1971,2.974
Israel,ISR,1972,3.156
Israel,ISR,1973,3.304
Israel,ISR,1979,2.694
Israel,ISR,1980,3.094
Israel,ISR,1981,3.167
Israel,ISR,1982,3.214
Israel,ISR,1983,3.323
Israel,ISR,1984,3.353
Israel,ISR,1985,3.215
Israel,ISR,1986,3.2
Israel,ISR,1987,3.207
Israel,ISR,1988,3.21
Israel,ISR,1989,3.195
Israel,ISR,1990,3.207
Israel,ISR,1991,3.303
Israel,ISR,1992,3.657
Israel,ISR,1993,3.696
Israel,ISR,1994,3.731
Israel,ISR,1995,4.857
Israel,ISR,1996,3.766
Israel,ISR,1997,3.793
Israel,ISR,1998,3.775
Israel,ISR,1999,3.915
Israel,ISR,2000,3.766
Israel,ISR,2001,3.91
Israel,ISR,2003,3.82
Israel,ISR,2006,3.67
Israel,ISR,2007,3.633
Israel,ISR,2010,3.414
Israel,ISR,2011,3.345
Israel,ISR,2012,3.344
Israel,ISR,2013,3.539
Israel,ISR,2014,3.619
Israel,ISR,2015,3.576
Italy,ITA,1993,3.8
Italy,ITA,1994,3.7
Italy,ITA,1995,3.9
Italy,ITA,1996,4.1
Italy,ITA,1997,4
Italy,ITA,1998,4.1
Italy,ITA,1999,4.2
Italy,ITA,2000,4.2
Italy,ITA,2001,4.4
Italy,ITA,2002,4.4
Italy,ITA,2003,4.1
Italy,ITA,2004,4.203
Italy,ITA,2006,3.7
Italy,ITA,2008,4.242
Italy,ITA,2009,3.802
Italy,ITA,2012,3.861
Italy,ITA,2013,3.93
Italy,ITA,2014,3.945
Italy,ITA,2015,3.898
Italy,ITA,2016,4.021
Jamaica,JAM,1960,0.386
Jamaica,JAM,1965,0.502
Jamaica,JAM,1970,0.38
Jamaica,JAM,1979,0.361
Jamaica,JAM,1981,0.359
Jamaica,JAM,1984,0.489
Jamaica,JAM,1990,0.57
Jamaica,JAM,1993,0.472
Jamaica,JAM,1995,0.57
Jamaica,JAM,1996,1.401
Jamaica,JAM,1997,1.401
Jamaica,JAM,2003,0.85
Jamaica,JAM,2008,0.406
Jamaica,JAM,2012,0.364
Jamaica,JAM,2013,0.482
Jamaica,JAM,2014,0.392
Jamaica,JAM,2015,0.429
Jamaica,JAM,2016,0.472
Japan,JPN,1960,1
Japan,JPN,1961,1
Japan,JPN,1962,1
Japan,JPN,1963,1
Japan,JPN,1964,1
Japan,JPN,1965,1
Japan,JPN,1966,1
Japan,JPN,1967,1
Japan,JPN,1968,1
Japan,JPN,1969,1.1
Japan,JPN,1970,1.1
Japan,JPN,1971,1.1
Japan,JPN,1972,1.1
Japan,JPN,1973,1.1
Japan,JPN,1974,1.1
Japan,JPN,1975,1.1
Japan,JPN,1976,1.1
Japan,JPN,1977,1.2
Japan,JPN,1978,1.2
Japan,JPN,1979,1.2
Japan,JPN,1980,1.3
Japan,JPN,1981,1.3
Japan,JPN,1982,1.4
Japan,JPN,1984,1.4
Japan,JPN,1985,1.5
Japan,JPN,1986,1.5
Japan,JPN,1988,1.6
Japan,JPN,1990,1.733
Japan,JPN,1992,1.784
Japan,JPN,1994,1.858
Japan,JPN,1996,1.93
Japan,JPN,1998,1.985
Japan,JPN,2000,2.035
Japan,JPN,2002,2.081
Japan,JPN,2004,2.133
Japan,JPN,2006,2.186
Japan,JPN,2008,2.252
Japan,JPN,2010,2.227
Japan,JPN,2012,2.297
Japan,JPN,2014,2.367
Jordan,JOR,1960,0.346
Jordan,JOR,1965,0.37
Jordan,JOR,1970,0.404
Jordan,JOR,1975,0.378
Jordan,JOR,1980,0.786
Jordan,JOR,1981,1.114
Jordan,JOR,1982,1.128
Jordan,JOR,1984,1.159
Jordan,JOR,1991,1.348
Jordan,JOR,1994,1.625
Jordan,JOR,1997,1.66
Jordan,JOR,1998,1.058
Jordan,JOR,1999,2.065
Jordan,JOR,2000,2.008
Jordan,JOR,2001,2.191
Jordan,JOR,2002,2.372
Jordan,JOR,2003,2.454
Jordan,JOR,2004,2.204
Jordan,JOR,2005,2.421
Jordan,JOR,2006,2.482
Jordan,JOR,2007,2.653
Jordan,JOR,2008,2.425
Jordan,JOR,2009,2.342
Jordan,JOR,2010,2.487
Jordan,JOR,2013,2.591
Jordan,JOR,2014,2.65
Jordan,JOR,2015,3.426
Kazakhstan,KAZ,1980,3.036
Kazakhstan,KAZ,1981,3.154
Kazakhstan,KAZ,1982,3.253
Kazakhstan,KAZ,1983,3.396
Kazakhstan,KAZ,1984,3.531
Kazakhstan,KAZ,1985,3.629
Kazakhstan,KAZ,1986,3.724
Kazakhstan,KAZ,1987,3.791
Kazakhstan,KAZ,1988,3.872
Kazakhstan,KAZ,1989,3.962
Kazakhstan,KAZ,1990,3.976
Kazakhstan,KAZ,1991,3.839
Kazakhstan,KAZ,1992,3.908
Kazakhstan,KAZ,1993,3.766
Kazakhstan,KAZ,1994,3.604
Kazakhstan,KAZ,1995,3.635
Kazakhstan,KAZ,1996,3.639
Kazakhstan,KAZ,1997,3.301
Kazakhstan,KAZ,1998,3.528
Kazakhstan,KAZ,1999,3.201
Kazakhstan,KAZ,2000,3.292
Kazakhstan,KAZ,2001,3.302
Kazakhstan,KAZ,2002,3.612
Kazakhstan,KAZ,2003,3.539
Kazakhstan,KAZ,2004,3.6
Kazakhstan,KAZ,2005,3.7
Kazakhstan,KAZ,2006,3.88
Kazakhstan,KAZ,2007,3.877
Kazakhstan,KAZ,2008,3.7
Kazakhstan,KAZ,2009,3.687
Kazakhstan,KAZ,2010,3.506
Kazakhstan,KAZ,2011,3.548
Kazakhstan,KAZ,2012,3.489
Kazakhstan,KAZ,2013,3.501
Kazakhstan,KAZ,2014,3.274
Kenya,KEN,1960,0.092
Kenya,KEN,1965,0.075
Kenya,KEN,1970,0.125
Kenya,KEN,1975,0.127
Kenya,KEN,1981,0.099
Kenya,KEN,1982,0.12
Kenya,KEN,1985,0.154
Kenya,KEN,1990,0.045
Kenya,KEN,1993,0.138
Kenya,KEN,1995,0.132
Kenya,KEN,2002,0.138
Kenya,KEN,2008,0.173
Kenya,KEN,2009,0.176
Kenya,KEN,2010,0.177
Kenya,KEN,2011,0.182
Kenya,KEN,2012,0.19
Kenya,KEN,2013,0.199
Kenya,KEN,2014,0.204
Kiribati,KIR,1960,0.541
Kiribati,KIR,1970,0.613
Kiribati,KIR,1980,0.516
Kiribati,KIR,1986,0.497
Kiribati,KIR,1990,0.193
Kiribati,KIR,1991,0.176
Kiribati,KIR,1992,0.186
Kiribati,KIR,1993,0.13
Kiribati,KIR,2008,0.254
Kiribati,KIR,2009,0.327
Kiribati,KIR,2010,0.376
Kiribati,KIR,2013,0.203
Kuwait,KWT,1960,0.871
Kuwait,KWT,1965,1.263
Kuwait,KWT,1970,0.954
Kuwait,KWT,1980,1.698
Kuwait,KWT,1981,1.412
Kuwait,KWT,1982,1.62
Kuwait,KWT,1986,1.566
Kuwait,KWT,1990,0.183
Kuwait,KWT,1995,1.783
Kuwait,KWT,1997,1.89
Kuwait,KWT,2003,1.9
Kuwait,KWT,2004,1.5
Kuwait,KWT,2005,1.8
Kuwait,KWT,2006,1.445
Kuwait,KWT,2007,1.856
Kuwait,KWT,2008,1.846
Kuwait,KWT,2009,1.853
Kuwait,KWT,2010,2.376
Kuwait,KWT,2011,2.402
Kuwait,KWT,2012,2.415
Kuwait,KWT,2013,2.486
Kuwait,KWT,2014,2.608
Kuwait,KWT,2015,2.608
Kyrgyzstan,KGZ,1980,2.602
Kyrgyzstan,KGZ,1981,3.088
Kyrgyzstan,KGZ,1982,2.769
Kyrgyzstan,KGZ,1983,3.061
Kyrgyzstan,KGZ,1984,2.928
Kyrgyzstan,KGZ,1985,3.039
Kyrgyzstan,KGZ,1986,3.147
Kyrgyzstan,KGZ,1987,3.25
Kyrgyzstan,KGZ,1988,3.323
Kyrgyzstan,KGZ,1989,3.369
Kyrgyzstan,KGZ,1990,3.374
Kyrgyzstan,KGZ,1991,3.412
Kyrgyzstan,KGZ,1992,3.349
Kyrgyzstan,KGZ,1993,3.118
Kyrgyzstan,KGZ,1994,3.096
Kyrgyzstan,KGZ,1995,3.208
Kyrgyzstan,KGZ,1996,3.293
Kyrgyzstan,KGZ,1997,3.058
Kyrgyzstan,KGZ,1998,3.01
Kyrgyzstan,KGZ,1999,2.875
Kyrgyzstan,KGZ,2000,2.823
Kyrgyzstan,KGZ,2001,2.679
Kyrgyzstan,KGZ,2002,2.6
Kyrgyzstan,KGZ,2003,2.6
Kyrgyzstan,KGZ,2004,2.5
Kyrgyzstan,KGZ,2006,2.39
Kyrgyzstan,KGZ,2007,2.301
Kyrgyzstan,KGZ,2008,2.464
Kyrgyzstan,KGZ,2009,2.441
Kyrgyzstan,KGZ,2010,1.881
Kyrgyzstan,KGZ,2011,1.911
Kyrgyzstan,KGZ,2012,1.894
Kyrgyzstan,KGZ,2013,1.886
Kyrgyzstan,KGZ,2014,1.854
Laos,LAO,1960,0.02
Laos,LAO,1965,0.041
Laos,LAO,1970,0.066
Laos,LAO,1976,0.051
Laos,LAO,1985,0.729
Laos,LAO,1990,0.234
Laos,LAO,1995,0.341
Laos,LAO,1996,0.586
Laos,LAO,2000,0.284
Laos,LAO,2004,0.353
Laos,LAO,2005,0.281
Laos,LAO,2009,0.197
Laos,LAO,2010,0.272
Laos,LAO,2012,0.179
Laos,LAO,2013,0.447
Laos,LAO,2014,0.491
Late-demographic dividend,,1990,1.37691051701349
Late-demographic dividend,,2000,1.46100222420069
Late-demographic dividend,,2013,1.91053212840497
Latin America & Caribbean,,1990,1.22751122113351
Latin America & Caribbean,,2000,1.59847249285652
Latin America & Caribbean,,2013,2.0473525825862
Latin America & Caribbean (IDA & IBRD),,1990,1.16763542434161
Latin America & Caribbean (IDA & IBRD),,2000,1.50238037801183
Latin America & Caribbean (IDA & IBRD),,2013,1.93397588678154
Latin America & Caribbean (excluding high income),,1990,1.09191931856071
Latin America & Caribbean (excluding high income),,2000,1.47561966767316
Latin America & Caribbean (excluding high income),,2013,1.91545190769887
Latvia,LVA,1980,3.623
Latvia,LVA,1985,4.099
Latvia,LVA,1986,4.077
Latvia,LVA,1987,4.112
Latvia,LVA,1988,4.183
Latvia,LVA,1989,4.162
Latvia,LVA,1990,4.694
Latvia,LVA,1991,4.614
Latvia,LVA,1992,4.098
Latvia,LVA,1993,3.64
Latvia,LVA,1994,3.438
Latvia,LVA,1995,3.376
Latvia,LVA,1996,3.509
Latvia,LVA,1997,3.448
Latvia,LVA,1998,3.298
Latvia,LVA,1999,3.358
Latvia,LVA,2000,3.43
Latvia,LVA,2001,3.302
Latvia,LVA,2002,3.419
Latvia,LVA,2003,3.447
Latvia,LVA,2004,3.583
Latvia,LVA,2005,3.684
Latvia,LVA,2006,3.793
Latvia,LVA,2007,3.691
Latvia,LVA,2008,3.935
Latvia,LVA,2009,3.761
Latvia,LVA,2010,3.117
Latvia,LVA,2011,3.128
Latvia,LVA,2012,3.14
Latvia,LVA,2013,3.193
Latvia,LVA,2014,3.223
Latvia,LVA,2015,3.209
Least developed countries: UN classification,,1990,0.0877605630362399
Least developed countries: UN classification,,2000,0.139264146389596
Least developed countries: UN classification,,2013,0.213478341060806
Lebanon,LBN,1960,0.778
Lebanon,LBN,1965,0.938
Lebanon,LBN,1970,0.726
Lebanon,LBN,1979,1.693
Lebanon,LBN,1981,1.714
Lebanon,LBN,1983,1.255
Lebanon,LBN,1989,1.862
Lebanon,LBN,1991,1.326
Lebanon,LBN,1993,1.862
Lebanon,LBN,1997,2.1
Lebanon,LBN,2001,3.424
Lebanon,LBN,2006,2.899
Lebanon,LBN,2007,2.738
Lebanon,LBN,2010,2.671
Lebanon,LBN,2011,2.968
Lebanon,LBN,2014,2.38
Lesotho,LSO,1960,0.042
Lesotho,LSO,1965,0.048
Lesotho,LSO,1970,0.032
Lesotho,LSO,1975,0.032
Lesotho,LSO,1985,0.071
Lesotho,LSO,1990,0.043
Lesotho,LSO,1993,0.05
Lesotho,LSO,1995,0.054
Lesotho,LSO,2003,0.047
Liberia,LBR,1960,0.077
Liberia,LBR,1965,0.08
Liberia,LBR,1970,0.079
Liberia,LBR,1975,0.08
Liberia,LBR,1981,0.106
Liberia,LBR,1983,0.107
Liberia,LBR,1997,0.023
Liberia,LBR,2004,0.032
Liberia,LBR,2008,0.014
Liberia,LBR,2010,0.023
Libya,LBY,1960,0.152
Libya,LBY,1965,0.259
Libya,LBY,1970,0.368
Libya,LBY,1980,1.333
Libya,LBY,1981,1.633
Libya,LBY,1982,1.562
Libya,LBY,1983,1.44
Libya,LBY,1990,1.071
Libya,LBY,1993,1.441
Libya,LBY,1997,1.259
Libya,LBY,2004,1.24
Libya,LBY,2008,1.823
Libya,LBY,2009,1.934
Libya,LBY,2010,1.9
Libya,LBY,2014,2.092
Lithuania,LTU,1985,3.72
Lithuania,LTU,1986,3.816
Lithuania,LTU,1987,3.885
Lithuania,LTU,1988,3.941
Lithuania,LTU,1989,3.977
Lithuania,LTU,1990,4.027
Lithuania,LTU,1991,3.905
Lithuania,LTU,1992,3.928
Lithuania,LTU,1993,3.978
Lithuania,LTU,1994,4.091
Lithuania,LTU,1995,4.062
Lithuania,LTU,1996,4.098
Lithuania,LTU,1997,4.129
Lithuania,LTU,1998,4.125
Lithuania,LTU,1999,4.147
Lithuania,LTU,2000,4.01
Lithuania,LTU,2001,4.027
Lithuania,LTU,2006,3.95
Lithuania,LTU,2007,4.034
Lithuania,LTU,2008,3.664
Lithuania,LTU,2010,3.915
Lithuania,LTU,2011,4.041
Lithuania,LTU,2012,4.178
Lithuania,LTU,2013,4.268
Lithuania,LTU,2014,4.33
Lithuania,LTU,2015,4.379
Low & middle income,,1990,1.05455742455004
Low & middle income,,2000,0.997302720637339
Low & middle income,,2013,1.17821636959376
Low income,,1990,0.134620834918423
Low income,,2000,0.165892018874725
Low income,,2013,0.31108685815707
Lower middle income,,1990,0.885584752480395
Lower middle income,,2000,0.604805278633214
Lower middle income,,2013,0.702750112652298
Luxembourg,LUX,1960,1
Luxembourg,LUX,1961,1
Luxembourg,LUX,1962,1
Luxembourg,LUX,1963,1
Luxembourg,LUX,1964,1
Luxembourg,LUX,1965,1
Luxembourg,LUX,1966,1
Luxembourg,LUX,1967,1
Luxembourg,LUX,1968,1.1
Luxembourg,LUX,1969,1.1
Luxembourg,LUX,1970,1.1
Luxembourg,LUX,1971,1.2
Luxembourg,LUX,1972,1.2
Luxembourg,LUX,1973,1.2
Luxembourg,LUX,1974,1.2
Luxembourg,LUX,1975,1.3
Luxembourg,LUX,1976,1.3
Luxembourg,LUX,1977,1.3
Luxembourg,LUX,1978,1.5
Luxembourg,LUX,1979,1.6
Luxembourg,LUX,1980,1.7
Luxembourg,LUX,1981,1.5
Luxembourg,LUX,1982,1.7
Luxembourg,LUX,1983,1.7
Luxembourg,LUX,1984,1.7
Luxembourg,LUX,1985,1.8
Luxembourg,LUX,1986,1.9
Luxembourg,LUX,1987,1.8
Luxembourg,LUX,1988,1.9
Luxembourg,LUX,1989,2
Luxembourg,LUX,1990,2
Luxembourg,LUX,1991,2
Luxembourg,LUX,1992,2.1
Luxembourg,LUX,1993,2.1
Luxembourg,LUX,1994,2.2
Luxembourg,LUX,1995,2.2
Luxembourg,LUX,1996,2.3
Luxembourg,LUX,1997,2.4
Luxembourg,LUX,1998,2.4
Luxembourg,LUX,1999,2.5
Luxembourg,LUX,2000,2.5
Luxembourg,LUX,2001,2.5
Luxembourg,LUX,2002,2.6
Luxembourg,LUX,2003,2.7
Luxembourg,LUX,2004,2.73
Luxembourg,LUX,2005,2.852
Luxembourg,LUX,2007,2.862
Luxembourg,LUX,2010,2.764
Luxembourg,LUX,2011,2.748
Luxembourg,LUX,2012,2.776
Luxembourg,LUX,2013,2.799
Luxembourg,LUX,2014,2.855
Luxembourg,LUX,2015,2.92
Luxembourg,LUX,2016,2.921
Macao,MAC,1960,0.41
Macao,MAC,1970,0.634
Macao,MAC,1980,1.067
Macao,MAC,1981,1.122
Macao,MAC,1986,2.428
Macao,MAC,1987,1.562
Macedonia,MKD,1970,0.89
Macedonia,MKD,1971,0.919
Macedonia,MKD,1972,0.953
Macedonia,MKD,1973,1.012
Macedonia,MKD,1974,1.025
Macedonia,MKD,1975,1.121
Macedonia,MKD,1976,1.114
Macedonia,MKD,1977,1.158
Macedonia,MKD,1978,1.238
Macedonia,MKD,1979,1.311
Macedonia,MKD,1980,1.344
Macedonia,MKD,1981,1.466
Macedonia,MKD,1982,1.495
Macedonia,MKD,1983,1.679
Macedonia,MKD,1984,1.671
Macedonia,MKD,1985,1.809
Macedonia,MKD,1986,1.901
Macedonia,MKD,1987,1.952
Macedonia,MKD,1988,2.033
Macedonia,MKD,1989,2.14
Macedonia,MKD,1990,2.168
Macedonia,MKD,1991,2.342
Macedonia,MKD,1992,2.371
Macedonia,MKD,1993,2.343
Macedonia,MKD,1994,2.315
Macedonia,MKD,1995,2.297
Macedonia,MKD,1996,2.251
Macedonia,MKD,1997,2.249
Macedonia,MKD,1998,2.246
Macedonia,MKD,1999,2.211
Macedonia,MKD,2000,2.201
Macedonia,MKD,2001,2.191
Macedonia,MKD,2006,2.546
Macedonia,MKD,2008,2.627
Macedonia,MKD,2009,2.605
Macedonia,MKD,2010,2.687
Macedonia,MKD,2011,2.734
Macedonia,MKD,2012,2.781
Macedonia,MKD,2013,2.8
Macedonia,MKD,2015,2.875
Madagascar,MDG,1960,0.115
Madagascar,MDG,1965,0.093
Madagascar,MDG,1970,0.097
Madagascar,MDG,1975,0.096
Madagascar,MDG,1981,0.099
Madagascar,MDG,1985,0.101
Madagascar,MDG,1990,0.12
Madagascar,MDG,1995,0.272
Madagascar,MDG,1996,0.107
Madagascar,MDG,2001,0.087
Madagascar,MDG,2002,0.136
Madagascar,MDG,2003,0.148
Madagascar,MDG,2004,0.157
Madagascar,MDG,2005,0.181
Madagascar,MDG,2006,0.171
Madagascar,MDG,2007,0.182
Madagascar,MDG,2008,0.187
Madagascar,MDG,2009,0.182
Madagascar,MDG,2010,0.196
Madagascar,MDG,2011,0.144
Madagascar,MDG,2012,0.143
Malawi,MWI,1960,0.027
Malawi,MWI,1965,0.021
Malawi,MWI,1970,0.013
Malawi,MWI,1981,0.019
Malawi,MWI,1984,0.087
Malawi,MWI,1989,0.023
Malawi,MWI,1990,0.022
Malawi,MWI,1993,0.028
Malawi,MWI,2003,0.011
Malawi,MWI,2004,0.021
Malawi,MWI,2008,0.018
Malawi,MWI,2009,0.018
Malawi,MWI,2010,0.019
Malaysia,MYS,1960,0.143
Malaysia,MYS,1965,0.161
Malaysia,MYS,1970,0.232
Malaysia,MYS,1975,0.234
Malaysia,MYS,1980,0.255
Malaysia,MYS,1981,0.255
Malaysia,MYS,1985,0.315
Malaysia,MYS,1986,0.335
Malaysia,MYS,1987,0.348
Malaysia,MYS,1988,0.367
Malaysia,MYS,1989,0.374
Malaysia,MYS,1990,0.392
Malaysia,MYS,1991,0.393
Malaysia,MYS,1992,0.411
Malaysia,MYS,1993,0.431
Malaysia,MYS,1994,0.449
Malaysia,MYS,1995,0.478
Malaysia,MYS,1996,0.496
Malaysia,MYS,1997,0.658
Malaysia,MYS,1999,0.683
Malaysia,MYS,2000,0.689
Malaysia,MYS,2002,0.697
Malaysia,MYS,2008,0.923
Malaysia,MYS,2010,1.173
Malaysia,MYS,2011,1.281
Malaysia,MYS,2015,1.533
Maldives,MDV,1970,0.033
Maldives,MDV,1981,0.049
Maldives,MDV,1982,0.065
Maldives,MDV,1989,0.072
Maldives,MDV,1990,0.07
Maldives,MDV,1991,0.192
Maldives,MDV,1993,0.285
Maldives,MDV,1995,0.4
Maldives,MDV,1996,0.666
Maldives,MDV,2000,0.777
Maldives,MDV,2004,1.007
Maldives,MDV,2007,1.749
Maldives,MDV,2009,1.61
Maldives,MDV,2010,1.579
Maldives,MDV,2014,2.154
Maldives,MDV,2015,3.611
Mali,MLI,1960,0.014
Mali,MLI,1965,0.019
Mali,MLI,1970,0.023
Mali,MLI,1975,0.023
Mali,MLI,1980,0.039
Mali,MLI,1981,0.038
Mali,MLI,1985,0.039
Mali,MLI,1987,0.043
Mali,MLI,1988,0.054
Mali,MLI,1990,0.051
Mali,MLI,1994,0.047
Mali,MLI,1995,0.043
Mali,MLI,1996,0.063
Mali,MLI,2000,0.044
Mali,MLI,2004,0.084
Mali,MLI,2007,0.077
Mali,MLI,2008,0.049
Mali,MLI,2009,0.076
Mali,MLI,2010,0.085
Malta,MLT,1960,0.891
Malta,MLT,1970,1.072
Malta,MLT,1971,1.026
Malta,MLT,1975,1.276
Malta,MLT,1981,1.172
Malta,MLT,1982,1.266
Malta,MLT,1984,1.38
Malta,MLT,1987,2.032
Malta,MLT,1988,2.015
Malta,MLT,1989,1.973
Malta,MLT,1990,2.259
Malta,MLT,1991,2.446
Malta,MLT,1992,2.422
Malta,MLT,1993,2.453
Malta,MLT,1997,2.465
Malta,MLT,1998,2.607
Malta,MLT,1999,2.591
Malta,MLT,2000,2.654
Malta,MLT,2001,2.926
Malta,MLT,2003,3.183
Malta,MLT,2006,3.88
Malta,MLT,2007,3.351
Malta,MLT,2009,3.073
Malta,MLT,2010,3.104
Malta,MLT,2011,3.185
Malta,MLT,2012,3.323
Malta,MLT,2013,3.518
Malta,MLT,2014,3.749
Malta,MLT,2015,3.908
Marshall Islands,MHL,1996,0.422
Marshall Islands,MHL,2000,0.471
Marshall Islands,MHL,2007,0.595
Marshall Islands,MHL,2008,0.456
Marshall Islands,MHL,2010,0.438
Marshall Islands,MHL,2012,0.456
Mauritania,MRT,1960,0.024
Mauritania,MRT,1965,0.027
Mauritania,MRT,1970,0.056
Mauritania,MRT,1975,0.055
Mauritania,MRT,1977,0.069
Mauritania,MRT,1984,0.083
Mauritania,MRT,1985,0.113
Mauritania,MRT,1990,0.063
Mauritania,MRT,1993,0.063
Mauritania,MRT,1995,0.138
Mauritania,MRT,2004,0.102
Mauritania,MRT,2009,0.127
Mauritania,MRT,2010,0.13
Mauritania,MRT,2013,0.068
Mauritius,MUS,1960,0.215
Mauritius,MUS,1965,0.255
Mauritius,MUS,1970,0.24
Mauritius,MUS,1975,0.235
Mauritius,MUS,1980,0.521
Mauritius,MUS,1981,0.552
Mauritius,MUS,1985,0.529
Mauritius,MUS,1989,0.858
Mauritius,MUS,1990,0.811
Mauritius,MUS,1991,0.835
Mauritius,MUS,1992,0.847
Mauritius,MUS,1993,0.844
Mauritius,MUS,1994,0.845
Mauritius,MUS,1995,0.85
Mauritius,MUS,2004,1.072
Mauritius,MUS,2007,1.156
Mauritius,MUS,2008,1.171
Mauritius,MUS,2009,1.187
Mauritius,MUS,2010,1.202
Mauritius,MUS,2011,1.246
Mauritius,MUS,2012,1.368
Mauritius,MUS,2013,1.619
Mauritius,MUS,2014,1.915
Mauritius,MUS,2015,2.003
Mexico,MEX,1990,1
Mexico,MEX,1991,1.1
Mexico,MEX,1992,1.3
Mexico,MEX,1993,1.4
Mexico,MEX,1994,1.5
Mexico,MEX,1995,1.6
Mexico,MEX,1996,1.6
Mexico,MEX,1997,1.4
Mexico,MEX,1998,1.2
Mexico,MEX,1999,1.7
Mexico,MEX,2000,1.905
Mexico,MEX,2001,1.5
Mexico,MEX,2002,1.5
Mexico,MEX,2003,1.5
Mexico,MEX,2004,2.893
Mexico,MEX,2005,1.749
Mexico,MEX,2006,1.864
