Date,Country,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-03-29,GB,West Lothian,-74.0,-29.0,-29.0,-52.0,-50.0,27.0
2020-03-29,GB,West Midlands,-84.0,-45.0,-45.0,-78.0,-57.0,15.0
2020-03-29,GB,West Sussex,-85.0,-46.0,-53.0,-85.0,-56.0,15.0
2020-03-29,GB,West Yorkshire,-84.0,-44.0,-49.0,-74.0,-55.0,15.0
2020-03-29,GB,Wiltshire,-84.0,-45.0,-56.0,-70.0,-54.0,15.0
2020-03-29,GB,Windsor and Maidenhead,-88.0,-42.0,-74.0,-79.0,-63.0,31.0
2020-03-29,GB,Wokingham,-81.0,-52.0,-26.0,-66.0,-61.0,32.0
2020-03-29,GB,Worcestershire,-86.0,-47.0,-44.0,-71.0,-55.0,14.0
2020-03-29,GB,Wrexham Principal Area,-83.0,-43.0,-45.0,-64.0,-48.0,24.0
2020-03-29,GB,York,-90.0,-50.0,-64.0,-84.0,-65.0,29.0
2020-03-29,VE,Total,-62.0,-44.0,-57.0,-62.0,-25.0,16.0
2020-03-29,MX,Total,-45.0,-19.0,-46.0,-47.0,-20.0,11.0
2020-03-29,GH,Total,-15.0,8.0,-15.0,-15.0,3.0,9.0
2020-03-29,OM,Total,-52.0,-35.0,-41.0,-64.0,-34.0,17.0
2020-03-29,TZ,Total,-16.0,-8.0,-7.0,-11.0,-9.0,3.0
2020-03-29,CL,Total,-73.0,-55.0,-72.0,-64.0,-42.0,24.0
2020-03-29,YE,Total,-8.0,-1.0,-9.0,-9.0,-5.0,5.0
2020-03-29,BR,Total,-71.0,-35.0,-70.0,-62.0,-34.0,17.0
2020-03-29,BR,Federal District,-68.0,-28.0,-63.0,-56.0,-36.0,20.0
2020-03-29,BR,State of Acre,-68.0,-20.0,-56.0,-75.0,-22.0,11.0
2020-03-29,BR,State of Alagoas,-77.0,-43.0,-79.0,-76.0,-35.0,17.0
2020-03-29,BR,State of Amapá,-71.0,-27.0,-51.0,-73.0,-28.0,11.0
2020-03-29,BR,State of Amazonas,-64.0,-28.0,-62.0,-46.0,-26.0,13.0
2020-03-29,BR,State of Bahia,-73.0,-42.0,-71.0,-73.0,-33.0,17.0
2020-03-29,BR,State of Ceará,-76.0,-34.0,-71.0,-68.0,-33.0,16.0
2020-03-29,BR,State of Espírito Santo,-68.0,-35.0,-69.0,-69.0,-31.0,16.0
2020-03-29,BR,State of Goiás,-67.0,-27.0,-44.0,-50.0,-28.0,15.0
2020-03-29,BR,State of Maranhão,-63.0,-27.0,-48.0,-66.0,-20.0,11.0
2020-03-29,BR,State of Mato Grosso,-63.0,-30.0,-44.0,-59.0,-22.0,11.0
2020-03-29,BR,State of Mato Grosso do Sul,-68.0,-33.0,-56.0,-68.0,-26.0,14.0
2020-03-29,BR,State of Minas Gerais,-66.0,-29.0,-46.0,-57.0,-30.0,15.0
2020-03-29,BR,State of Paraná,-75.0,-42.0,-70.0,-64.0,-34.0,17.0
2020-03-29,BR,State of Paraíba,-76.0,-36.0,-73.0,-64.0,-33.0,17.0
2020-03-29,BR,State of Pará,-61.0,-25.0,-53.0,-64.0,-19.0,12.0
2020-03-29,BR,State of Pernambuco,-74.0,-35.0,-72.0,-59.0,-35.0,17.0
2020-03-29,BR,State of Piauí,-71.0,-39.0,-49.0,-76.0,-27.0,18.0
2020-03-29,BR,State of Rio Grande do Norte,-74.0,-36.0,-74.0,-66.0,-33.0,19.0
2020-03-29,BR,State of Rio Grande do Sul,-75.0,-39.0,-73.0,-67.0,-36.0,20.0
2020-03-29,BR,State of Rio de Janeiro,-72.0,-32.0,-74.0,-61.0,-37.0,17.0
2020-03-29,BR,State of Rondônia,-63.0,-27.0,-42.0,-71.0,-23.0,12.0
2020-03-29,BR,State of Roraima,-68.0,-25.0,-51.0,-72.0,-24.0,12.0
2020-03-29,BR,State of Santa Catarina,-80.0,-49.0,-84.0,-76.0,-40.0,20.0
2020-03-29,BR,State of Sergipe,-78.0,-46.0,-77.0,-83.0,-36.0,18.0
2020-03-29,BR,State of São Paulo,-72.0,-36.0,-71.0,-62.0,-37.0,17.0
2020-03-29,BR,State of Tocantins,-61.0,-31.0,-35.0,-71.0,-19.0,11.0
2020-03-29,ZM,Total,-21.0,-8.0,-6.0,-24.0,0.0,10.0
2020-03-29,GA,Total,-39.0,-24.0,-25.0,-47.0,-15.0,15.0
2020-03-29,NP,Total,-78.0,-69.0,-55.0,-74.0,-72.0,28.0
2020-03-29,SV,Total,-81.0,-62.0,-72.0,-73.0,-50.0,23.0
2020-03-29,UG,Total,-50.0,-36.0,-16.0,-59.0,-23.0,19.0
2020-03-29,CO,Total,-86.0,-68.0,-80.0,-82.0,-58.0,26.0
2020-03-29,NZ,Total,-91.0,-54.0,-78.0,-84.0,-59.0,22.0
2020-03-29,NZ,Auckland,-89.0,-55.0,-70.0,-83.0,-64.0,25.0
2020-03-29,NZ,Bay Of Plenty,-92.0,-51.0,-86.0,-83.0,-52.0,22.0
2020-03-29,NZ,Canterbury,-90.0,-56.0,-83.0,-90.0,-60.0,22.0
2020-03-29,NZ,Gisborne,-100.0,-48.0,-88.0,,-47.0,
2020-03-29,NZ,Hawke's Bay,-94.0,-53.0,-78.0,-84.0,-51.0,31.0
2020-03-29,NZ,Manawatu-Wanganui,-93.0,-50.0,-76.0,-84.0,-54.0,33.0
2020-03-29,NZ,Marlborough,-92.0,-60.0,-83.0,-91.0,-25.0,0.0
2020-03-29,NZ,Nelson,-100.0,-60.0,-81.0,,-61.0,4.0
2020-03-29,NZ,Northland,-93.0,-55.0,-86.0,-86.0,-52.0,32.0
2020-03-29,NZ,Otago,-95.0,-62.0,-82.0,-91.0,-64.0,39.0
2020-03-29,NZ,Southland,-96.0,-53.0,-83.0,,-48.0,17.0
2020-03-29,NZ,Taranaki,-95.0,-52.0,-86.0,,-51.0,17.0
2020-03-29,NZ,Tasman,-90.0,-67.0,-89.0,,-54.0,
2020-03-29,NZ,Waikato,-94.0,-55.0,-84.0,-82.0,-57.0,23.0
2020-03-29,NZ,Wellington,-93.0,-54.0,-63.0,-84.0,-62.0,20.0
2020-03-29,NZ,West Coast,-100.0,-61.0,-87.0,,-54.0,
2020-03-29,HK,Total,-35.0,-7.0,-43.0,-45.0,-24.0,16.0
2020-03-29,FR,Total,-88.0,-72.0,-82.0,-87.0,-56.0,18.0
2020-03-29,FR,Auvergne-Rhône-Alpes,-87.0,-74.0,-80.0,-89.0,-56.0,19.0
2020-03-29,FR,Bourgogne-Franche-Comté,-87.0,-77.0,-77.0,-88.0,-54.0,18.0
2020-03-29,FR,Brittany,-87.0,-76.0,-83.0,-88.0,-53.0,18.0
2020-03-29,FR,Centre-Val de Loire,-86.0,-75.0,-79.0,-88.0,-53.0,17.0
2020-03-29,FR,Corsica,-84.0,-67.0,-74.0,-83.0,-54.0,21.0
2020-03-29,FR,Grand Est,-89.0,-77.0,-81.0,-89.0,-59.0,17.0
2020-03-29,FR,Hauts-de-France,-88.0,-72.0,-84.0,-87.0,-56.0,17.0
2020-03-29,FR,Normandy,-86.0,-73.0,-78.0,-88.0,-53.0,17.0
2020-03-29,FR,Nouvelle-Aquitaine,-86.0,-76.0,-80.0,-86.0,-53.0,18.0
2020-03-29,FR,Occitanie,-86.0,-72.0,-73.0,-86.0,-53.0,18.0
2020-03-29,FR,Pays de la Loire,-88.0,-78.0,-80.0,-90.0,-54.0,18.0
2020-03-29,FR,Provence-Alpes-Côte d'Azur,-87.0,-68.0,-83.0,-85.0,-55.0,18.0
2020-03-29,FR,Île-de-France,-91.0,-69.0,-89.0,-87.0,-63.0,20.0
2020-03-29,LB,Total,-73.0,-48.0,-59.0,-84.0,-41.0,15.0
2020-03-29,AW,Total,-88.0,-66.0,-80.0,-88.0,-72.0,20.0
2020-03-29,KG,Total,-74.0,-64.0,-32.0,-70.0,-43.0,15.0
2020-03-29,RE,Total,-96.0,-88.0,-92.0,-82.0,,
2020-03-29,ES,Total,-94.0,-76.0,-89.0,-88.0,-64.0,22.0
2020-03-29,ES,Andalusia,-94.0,-81.0,-88.0,-90.0,-65.0,21.0
2020-03-29,ES,Aragon,-92.0,-75.0,-87.0,-90.0,-64.0,20.0
2020-03-29,ES,Asturias,-94.0,-78.0,-88.0,-80.0,-63.0,23.0
2020-03-29,ES,Balearic Islands,-92.0,-68.0,-90.0,-88.0,-61.0,22.0
2020-03-29,ES,Basque Country,-94.0,-77.0,-93.0,-88.0,-63.0,22.0
2020-03-29,ES,Canary Islands,-94.0,-75.0,-92.0,-87.0,-66.0,20.0
2020-03-29,ES,Cantabria,-94.0,-76.0,-92.0,-89.0,-61.0,23.0
2020-03-29,ES,Castile and León,-94.0,-78.0,-84.0,-89.0,-62.0,22.0
2020-03-29,ES,Castile-La Mancha,-93.0,-77.0,-84.0,-89.0,-63.0,21.0
2020-03-29,ES,Catalonia,-94.0,-75.0,-90.0,-88.0,-64.0,21.0
2020-03-29,ES,Ceuta,-89.0,-78.0,-91.0,,-64.0,4.0
2020-03-29,ES,Community of Madrid,-94.0,-72.0,-92.0,-89.0,-65.0,22.0
2020-03-29,ES,Extremadura,-93.0,-75.0,-79.0,-87.0,-60.0,22.0
2020-03-29,ES,Galicia,-92.0,-77.0,-84.0,-88.0,-59.0,24.0
2020-03-29,ES,La Rioja,-94.0,-75.0,-90.0,-90.0,-65.0,23.0
2020-03-29,ES,Melilla,-92.0,-86.0,-90.0,-87.0,-59.0,-2.0
2020-03-29,ES,Navarre,-93.0,-77.0,-88.0,-90.0,-61.0,23.0
2020-03-29,ES,Region of Murcia,-94.0,-85.0,-90.0,-86.0,-63.0,24.0
2020-03-29,ES,Valencian Community,-95.0,-84.0,-92.0,-90.0,-66.0,22.0
2020-03-29,TT,Total,-29.0,10.0,-40.0,-70.0,-17.0,9.0
2020-03-29,RO,Total,-81.0,-53.0,-60.0,-72.0,-39.0,15.0
2020-03-29,RO,Alba County,-83.0,-58.0,-49.0,-62.0,-45.0,12.0
2020-03-29,RO,Arad County,-81.0,-55.0,-45.0,-69.0,-38.0,15.0
2020-03-29,RO,Argeș County,-79.0,-54.0,-45.0,-73.0,-36.0,15.0
2020-03-29,RO,Bacău County,-80.0,-55.0,-47.0,-77.0,-38.0,15.0
2020-03-29,RO,Bihor County,-80.0,-59.0,-39.0,-64.0,-38.0,14.0
2020-03-29,RO,Bistrița-Năsăud County,-82.0,-64.0,-64.0,-64.0,-43.0,17.0
2020-03-29,RO,Botoșani County,-77.0,-51.0,-6.0,-67.0,-38.0,14.0
2020-03-29,RO,Brașov County,-85.0,-61.0,-79.0,-79.0,-43.0,17.0
2020-03-29,RO,Brăila County,-78.0,-47.0,-71.0,-70.0,-31.0,15.0
2020-03-29,RO,Bucharest,-85.0,-50.0,-86.0,-74.0,-45.0,18.0
2020-03-29,RO,Buzău County,-76.0,-56.0,-50.0,-59.0,-29.0,15.0
2020-03-29,RO,Caraș-Severin County,-77.0,-56.0,-53.0,-69.0,-41.0,19.0
2020-03-29,RO,Cluj County,-85.0,-62.0,-66.0,-77.0,-45.0,17.0
2020-03-29,RO,Constanța County,-80.0,-49.0,-72.0,-69.0,-37.0,16.0
2020-03-29,RO,Covasna County,-85.0,-61.0,-60.0,-61.0,-36.0,20.0
2020-03-29,RO,Călărași County,-65.0,-50.0,-53.0,-60.0,-24.0,14.0
2020-03-29,RO,Dolj County,-78.0,-53.0,-58.0,-67.0,-32.0,14.0
2020-03-29,RO,Dâmbovița County,-76.0,-52.0,-50.0,-61.0,-32.0,14.0
2020-03-29,RO,Galați,-80.0,-51.0,-66.0,-71.0,-38.0,16.0
2020-03-29,RO,Giurgiu County,-63.0,-38.0,-37.0,-45.0,-19.0,14.0
2020-03-29,RO,Gorj County,-73.0,-48.0,-50.0,-67.0,-36.0,15.0
2020-03-29,RO,Harghita County,-79.0,-65.0,-60.0,-60.0,-40.0,18.0
2020-03-29,RO,Hunedoara County,-82.0,-53.0,-66.0,-67.0,-44.0,14.0
2020-03-29,RO,Ialomița County,-62.0,-49.0,-47.0,-63.0,-28.0,17.0
2020-03-29,RO,Iași County,-82.0,-53.0,-57.0,-73.0,-39.0,17.0
2020-03-29,RO,Ilfov County,-78.0,-47.0,-61.0,-78.0,-39.0,16.0
2020-03-29,RO,Maramureș County,-81.0,-58.0,-44.0,-67.0,-44.0,13.0
2020-03-29,RO,Mehedinți County,-78.0,-48.0,-51.0,-64.0,-33.0,20.0
2020-03-29,RO,Mureș County,-81.0,-58.0,-61.0,-68.0,-37.0,14.0
2020-03-29,RO,Neamț County,-80.0,-55.0,-62.0,-79.0,-39.0,16.0
2020-03-29,RO,Olt County,-70.0,-46.0,-53.0,-66.0,-35.0,13.0
2020-03-29,RO,Prahova,-81.0,-56.0,-72.0,-73.0,-36.0,14.0
2020-03-29,RO,Satu Mare County,-82.0,-58.0,-39.0,-72.0,-40.0,13.0
2020-03-29,RO,Sibiu,-83.0,-63.0,-70.0,-73.0,-42.0,15.0
2020-03-29,RO,Suceava County,-85.0,-65.0,-49.0,-78.0,-48.0,17.0
2020-03-29,RO,Sălaj,-82.0,-50.0,-55.0,-64.0,-36.0,16.0
2020-03-29,RO,Teleorman County,-56.0,-47.0,-21.0,-55.0,-24.0,13.0
2020-03-29,RO,Timiș County,-83.0,-54.0,-71.0,-74.0,-42.0,16.0
2020-03-29,RO,Tulcea County,-79.0,-53.0,-60.0,-71.0,-33.0,16.0
2020-03-29,RO,Vaslui County,-76.0,-53.0,-28.0,-68.0,-37.0,13.0
2020-03-29,RO,Vrancea County,-81.0,-56.0,-36.0,-74.0,-37.0,17.0
2020-03-29,RO,Vâlcea County,-78.0,-52.0,-50.0,-66.0,-36.0,14.0
2020-03-29,CH,Total,-81.0,-51.0,-41.0,-68.0,-46.0,15.0
2020-03-29,CH,Aargau,-75.0,-35.0,-14.0,-56.0,-41.0,13.0
2020-03-29,CH,Appenzell Ausserrhoden,-77.0,3.0,,-60.0,-29.0,
2020-03-29,CH,Appenzell Innerrhoden,-57.0,,,,-29.0,
2020-03-29,CH,Basel City,-89.0,-41.0,-65.0,-76.0,-48.0,25.0
2020-03-29,CH,Basel-Landschaft,-77.0,-21.0,-25.0,-61.0,-40.0,23.0
2020-03-29,CH,Canton of Bern,-80.0,-53.0,-36.0,-68.0,-43.0,14.0
2020-03-29,CH,Canton of Zug,-75.0,-2.0,,-67.0,-45.0,27.0
2020-03-29,CH,Fribourg,-82.0,-44.0,-41.0,-62.0,-42.0,20.0
2020-03-29,CH,Geneva,-82.0,-60.0,-40.0,-84.0,-54.0,21.0
2020-03-29,CH,Glarus,-92.0,-19.0,,-48.0,-33.0,
2020-03-29,CH,Grisons,-89.0,-78.0,-59.0,-78.0,-57.0,20.0
2020-03-29,CH,Jura,-91.0,-32.0,,-64.0,-43.0,14.0
2020-03-29,CH,Lucerne,-82.0,-38.0,-50.0,-66.0,-40.0,16.0
2020-03-29,CH,Neuchâtel,-78.0,-48.0,-18.0,-58.0,-46.0,28.0
2020-03-29,CH,Nidwalden,-74.0,-2.0,-73.0,-78.0,-46.0,
2020-03-29,CH,Obwalden,-63.0,-16.0,-49.0,-79.0,-40.0,
2020-03-29,CH,Schaffhausen,-90.0,-50.0,,-61.0,-41.0,2.0
2020-03-29,CH,Schwyz,-72.0,-55.0,-45.0,-66.0,-44.0,23.0
2020-03-29,CH,Solothurn,-77.0,-35.0,-13.0,-63.0,-38.0,15.0
2020-03-29,CH,St. Gallen,-80.0,-44.0,-29.0,-58.0,-42.0,14.0
2020-03-29,CH,Thurgau,-79.0,-30.0,-44.0,-61.0,-40.0,15.0
2020-03-29,CH,Ticino,-85.0,-69.0,-51.0,-64.0,-49.0,21.0
2020-03-29,CH,Uri,-89.0,-13.0,,-78.0,-44.0,
2020-03-29,CH,Valais,-87.0,-67.0,-61.0,-75.0,-57.0,17.0
2020-03-29,CH,Vaud,-79.0,-49.0,-42.0,-68.0,-50.0,17.0
2020-03-29,CH,Zurich,-82.0,-44.0,-53.0,-73.0,-47.0,16.0
2020-03-29,LT,Total,-72.0,-38.0,-28.0,-63.0,-33.0,11.0
2020-03-29,LT,Alytus County,-71.0,-36.0,0.0,-70.0,-32.0,17.0
2020-03-29,LT,Kaunas County,-74.0,-40.0,-48.0,-68.0,-33.0,11.0
2020-03-29,LT,Klaipėda County,-73.0,-31.0,-43.0,-59.0,-36.0,11.0
2020-03-29,LT,Marijampolė County,-64.0,-39.0,-35.0,-41.0,-27.0,18.0
2020-03-29,LT,Panevėžys County,-70.0,-36.0,-32.0,-63.0,-26.0,7.0
2020-03-29,LT,Tauragė County,-60.0,-31.0,,-46.0,-23.0,15.0
2020-03-29,LT,Telšiai County,-67.0,-40.0,-18.0,-44.0,-24.0,17.0
2020-03-29,LT,Utena County,-63.0,-22.0,1.0,-35.0,-23.0,16.0
2020-03-29,LT,Vilnius County,-74.0,-41.0,-22.0,-67.0,-40.0,12.0
2020-03-29,LT,Šiauliai County,-73.0,-39.0,-41.0,-38.0,-30.0,7.0
2020-03-29,JO,Total,-74.0,-52.0,-59.0,-89.0,-73.0,27.0
2020-03-29,PL,Total,-78.0,-59.0,-59.0,-71.0,-36.0,13.0
2020-03-29,PL,Greater Poland Voivodeship,-80.0,-61.0,-62.0,-73.0,-37.0,13.0
2020-03-29,PL,Kuyavian-Pomeranian Voivodeship,-79.0,-63.0,-73.0,-78.0,-33.0,12.0
2020-03-29,PL,Lesser Poland Voivodeship,-84.0,-65.0,-69.0,-78.0,-41.0,14.0
2020-03-29,PL,Lower Silesian Voivodeship,-82.0,-65.0,-71.0,-77.0,-38.0,13.0
2020-03-29,PL,Lublin Voivodeship,-71.0,-44.0,-25.0,-71.0,-32.0,12.0
2020-03-29,PL,Lubusz Voivodeship,-77.0,-65.0,-55.0,-72.0,-37.0,12.0
2020-03-29,PL,Masovian Voivodeship,-77.0,-54.0,-60.0,-70.0,-35.0,13.0
2020-03-29,PL,Opole Voivodeship,-79.0,-62.0,-55.0,-72.0,-37.0,12.0
2020-03-29,PL,Podkarpackie Voivodeship,-71.0,-46.0,-11.0,-71.0,-36.0,13.0
2020-03-29,PL,Podlaskie Voivodeship,-75.0,-47.0,-17.0,-60.0,-32.0,11.0
2020-03-29,PL,Pomeranian Voivodeship,-82.0,-64.0,-78.0,-78.0,-38.0,14.0
2020-03-29,PL,Silesian Voivodeship,-77.0,-58.0,-50.0,-65.0,-35.0,13.0
2020-03-29,PL,Swietokrzyskie,-74.0,-44.0,-26.0,-67.0,-34.0,12.0
2020-03-29,PL,Warmian-Masurian Voivodeship,-77.0,-60.0,-63.0,-73.0,-35.0,11.0
2020-03-29,PL,West Pomeranian Voivodeship,-80.0,-66.0,-76.0,-69.0,-39.0,12.0
2020-03-29,PL,Łódź Voivodeship,-74.0,-55.0,-49.0,-66.0,-29.0,13.0
2020-03-29,BJ,Total,-16.0,0.0,10.0,-14.0,2.0,5.0
2020-03-29,TH,Total,-55.0,-27.0,-54.0,-61.0,-21.0,16.0
2020-03-29,IN,Total,-77.0,-65.0,-57.0,-71.0,-47.0,22.0
2020-03-29,ID,Total,-47.0,-27.0,-52.0,-54.0,-15.0,15.0
2020-03-29,EE,Total,-60.0,-28.0,4.0,-51.0,-32.0,10.0
2020-03-29,EE,Harju County,-61.0,-29.0,2.0,-57.0,-34.0,11.0
2020-03-29,EE,Hiiu County,,,,,-68.0,
2020-03-29,EE,Ida-Viru County,-50.0,-22.0,-23.0,-35.0,-28.0,12.0
2020-03-29,EE,Järva County,-41.0,-23.0,,,-39.0,
2020-03-29,EE,Jõgeva County,-45.0,-24.0,,,-42.0,
2020-03-29,EE,Lääne County,-53.0,-32.0,,,-47.0,
2020-03-29,EE,Lääne-Viru County,-55.0,-20.0,,-41.0,-20.0,5.0
2020-03-29,EE,Pärnu County,-67.0,-31.0,-17.0,-53.0,-36.0,20.0
2020-03-29,EE,Põlva County,-77.0,-24.0,,,-48.0,
2020-03-29,EE,Rapla County,-72.0,-23.0,,,-47.0,
2020-03-29,EE,Saare County,-80.0,-40.0,,-80.0,-57.0,
2020-03-29,EE,Tartu County,-65.0,-30.0,-13.0,-54.0,-35.0,23.0
2020-03-29,EE,Valga County,-58.0,-30.0,,,-40.0,
2020-03-29,EE,Viljandi County,-58.0,-26.0,,-42.0,-13.0,
2020-03-29,EE,Võru County,-82.0,-20.0,,,-46.0,
2020-03-29,NA,Total,-56.0,-42.0,-39.0,-74.0,-28.0,16.0
2020-03-29,SG,Total,-28.0,-6.0,-12.0,-40.0,-15.0,15.0
2020-03-29,AF,Total,-38.0,-21.0,-13.0,-34.0,-33.0,10.0
2020-03-29,GW,Total,-50.0,,,,-27.0,
2020-03-29,PA,Total,-84.0,-61.0,-78.0,-77.0,-59.0,31.0
2020-03-29,LY,Total,-49.0,-28.0,-32.0,-52.0,-36.0,21.0
2020-03-29,FI,Total,-52.0,-21.0,48.0,-59.0,-25.0,9.0
2020-03-29,FI,Central Finland,-48.0,-22.0,60.0,-70.0,-23.0,8.0
2020-03-29,FI,Central Ostrobothnia,-44.0,-13.0,,-63.0,-21.0,15.0
2020-03-29,FI,Kainuu,-54.0,-24.0,44.0,-64.0,-21.0,13.0
2020-03-29,FI,Kymenlaakso,-52.0,-21.0,65.0,-64.0,-17.0,8.0
2020-03-29,FI,Lapland,-62.0,-30.0,40.0,-71.0,-31.0,7.0
2020-03-29,FI,North Karelia,-54.0,-20.0,61.0,-54.0,-24.0,14.0
2020-03-29,FI,Northern Ostrobothnia,-51.0,-24.0,73.0,-55.0,-24.0,8.0
2020-03-29,FI,Northern Savonia,-56.0,-20.0,47.0,-53.0,-22.0,7.0
2020-03-29,FI,Ostrobothnia,-44.0,-16.0,70.0,-50.0,-21.0,8.0
2020-03-29,FI,Pirkanmaa,-53.0,-21.0,42.0,-53.0,-26.0,9.0
2020-03-29,FI,Päijänne Tavastia,-56.0,-22.0,84.0,-54.0,-25.0,8.0
2020-03-29,FI,Satakunta,-49.0,-22.0,34.0,-48.0,-19.0,8.0
2020-03-29,FI,South Karelia,-55.0,-26.0,46.0,-64.0,-25.0,15.0
2020-03-29,FI,Southern Ostrobothnia,-49.0,-20.0,50.0,-51.0,-20.0,9.0
2020-03-29,FI,Southern Savonia,-55.0,-18.0,59.0,-66.0,-23.0,14.0
2020-03-29,FI,Southwest Finland,-54.0,-22.0,15.0,-51.0,-25.0,9.0
2020-03-29,FI,Tavastia Proper,-53.0,-24.0,43.0,-62.0,-22.0,9.0
2020-03-29,FI,Uusimaa,-50.0,-20.0,39.0,-64.0,-28.0,10.0
2020-03-29,PK,Total,-70.0,-55.0,-45.0,-62.0,-41.0,18.0
2020-03-29,MM,Total,-46.0,-29.0,-19.0,-35.0,-10.0,12.0
2020-03-29,NL,Total,-65.0,-29.0,-30.0,-68.0,-35.0,11.0
2020-03-29,NL,Drenthe,-61.0,-30.0,-27.0,-58.0,-29.0,9.0
2020-03-29,NL,Flevoland,-56.0,-25.0,-5.0,-63.0,-34.0,10.0
2020-03-29,NL,Friesland,-57.0,-28.0,-11.0,-51.0,-28.0,9.0
2020-03-29,NL,Gelderland,-66.0,-28.0,-29.0,-62.0,-33.0,10.0
2020-03-29,NL,Groningen,-65.0,-31.0,2.0,-63.0,-33.0,10.0
2020-03-29,NL,Limburg,-76.0,-34.0,-59.0,-65.0,-38.0,12.0
2020-03-29,NL,North Brabant,-68.0,-28.0,-33.0,-71.0,-34.0,12.0
2020-03-29,NL,North Holland,-66.0,-31.0,-35.0,-78.0,-40.0,12.0
2020-03-29,NL,Overijssel,-67.0,-29.0,-25.0,-66.0,-34.0,11.0
2020-03-29,NL,South Holland,-60.0,-26.0,-22.0,-64.0,-35.0,11.0
2020-03-29,NL,Utrecht,-60.0,-32.0,-17.0,-70.0,-36.0,11.0
2020-03-29,NL,Zeeland,-69.0,-40.0,-46.0,-57.0,-31.0,10.0
2020-03-29,BG,Total,-66.0,-36.0,-32.0,-58.0,-29.0,11.0
2020-03-29,BG,Blagoevgrad Province,-74.0,-47.0,-32.0,-55.0,-43.0,10.0
2020-03-29,BG,Burgas,-65.0,-38.0,-40.0,-51.0,-35.0,11.0
2020-03-29,BG,Dobrich Province,-61.0,-33.0,-38.0,,-19.0,18.0
2020-03-29,BG,Gabrovo,-61.0,-34.0,-16.0,,-17.0,17.0
2020-03-29,BG,Haskovo Province,-66.0,-43.0,-14.0,-67.0,-27.0,13.0
2020-03-29,BG,Jambol,-58.0,-44.0,-42.0,,-20.0,14.0
2020-03-29,BG,Kardzhali Province,-71.0,-48.0,-27.0,-76.0,-39.0,12.0
2020-03-29,BG,Kyustendil Province,-57.0,-39.0,-35.0,-46.0,-24.0,19.0
2020-03-29,BG,Lovec,-64.0,-32.0,-16.0,,-21.0,18.0
2020-03-29,BG,Montana Province,-41.0,-37.0,-18.0,-58.0,-13.0,11.0
2020-03-29,BG,Pazardzhik,-68.0,-38.0,-29.0,-69.0,-32.0,13.0
2020-03-29,BG,Pernik,-58.0,-31.0,-37.0,,-21.0,21.0
2020-03-29,BG,Pleven Province,-64.0,-37.0,-16.0,,-22.0,14.0
2020-03-29,BG,Plovdiv Province,-68.0,-38.0,-33.0,-54.0,-29.0,12.0
2020-03-29,BG,Razgrad,-48.0,-66.0,,,-10.0,11.0
2020-03-29,BG,Ruse,-58.0,-36.0,-14.0,-43.0,-25.0,11.0
2020-03-29,BG,Shumen Province,-63.0,-29.0,-26.0,-70.0,-20.0,20.0
2020-03-29,BG,Silistra,-37.0,-23.0,,,-12.0,-3.0
2020-03-29,BG,Sliven Province,-61.0,-36.0,-40.0,-51.0,-25.0,19.0
2020-03-29,BG,Smoljan,-66.0,-59.0,-42.0,,-41.0,2.0
2020-03-29,BG,Sofia City Province,-70.0,-35.0,-42.0,-62.0,-34.0,15.0
2020-03-29,BG,Sofia Province,-60.0,-35.0,-28.0,,-31.0,14.0
2020-03-29,BG,Stara Zagora,-63.0,-38.0,-27.0,-10.0,-29.0,10.0
2020-03-29,BG,Targovishte Province,-63.0,-31.0,,,-19.0,2.0
2020-03-29,BG,Varna,-72.0,-36.0,-54.0,-76.0,-34.0,12.0
2020-03-29,BG,Veliko Tarnovo Province,-68.0,-37.0,-24.0,-56.0,-28.0,13.0
2020-03-29,BG,Vidin,-59.0,-29.0,,,-25.0,
2020-03-29,BG,Vraca,-53.0,-31.0,-3.0,-49.0,-18.0,21.0
2020-03-29,AO,Total,-61.0,-40.0,-39.0,-57.0,-11.0,22.0
2020-03-29,MN,Total,-16.0,5.0,5.0,-16.0,-2.0,2.0
2020-03-29,PH,Total,-81.0,-59.0,-59.0,-82.0,-54.0,26.0
2020-03-29,FJ,Total,-39.0,-25.0,-13.0,-59.0,-6.0,12.0
2020-03-29,AE,Total,-55.0,-26.0,-53.0,-69.0,-45.0,26.0
2020-03-29,GT,Total,-67.0,-39.0,-53.0,-69.0,-39.0,19.0
2020-03-29,MD,Total,-67.0,-44.0,-43.0,-68.0,-37.0,12.0
2020-03-29,HT,Total,-34.0,-31.0,-19.0,-48.0,-14.0,7.0
2020-03-29,BD,Total,-68.0,-46.0,-26.0,-66.0,-60.0,24.0
2020-03-29,NE,Total,-23.0,-15.0,-19.0,-25.0,-1.0,9.0
2020-03-29,RW,Total,-56.0,-57.0,-18.0,-75.0,-31.0,22.0
2020-03-29,CZ,Total,-73.0,-26.0,-24.0,-61.0,-31.0,11.0
2020-03-29,CZ,Central Bohemian Region,-67.0,-20.0,9.0,-37.0,-29.0,11.0
2020-03-29,CZ,Hradec Králové Region,-78.0,-30.0,-33.0,-69.0,-32.0,11.0
2020-03-29,CZ,Karlovy Vary Region,-75.0,-38.0,-53.0,-70.0,-36.0,10.0
2020-03-29,CZ,Liberec Region,-75.0,-24.0,-45.0,-66.0,-36.0,10.0
