season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2014-2015,201533,08/22/15,Upper/Lower Southern,Parainfluenza_1,0,0,
2014-2015,201533,08/22/15,Upper/Lower Southern,Parainfluenza_2,0,0,
2014-2015,201533,08/22/15,Upper/Lower Southern,Parainfluenza_3,0,0,
2014-2015,201533,08/22/15,Upper/Lower Southern,Parainfluenza_4,0,0,
2014-2015,201533,08/22/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,
2014-2015,201533,08/22/15,Upper/Lower Southern,Total_Parainfluenza,0,0,
2014-2015,201534,08/29/15,Bay Area,Influenza_A,0,113,0.00
2014-2015,201534,08/29/15,Bay Area,Influenza_B,0,113,0.00
2014-2015,201534,08/29/15,Bay Area,Total_Influenza,0,113,0.00
2014-2015,201534,08/29/15,Bay Area,RSV,1,113,0.88
2014-2015,201534,08/29/15,Bay Area,Adenovirus,3,111,2.70
2014-2015,201534,08/29/15,Bay Area,Enterovirus_Rhinovirus,24,111,21.62
2014-2015,201534,08/29/15,Bay Area,HMPV,1,111,0.90
2014-2015,201534,08/29/15,Bay Area,Parainfluenza_1,1,110,0.91
2014-2015,201534,08/29/15,Bay Area,Parainfluenza_2,0,110,0.00
2014-2015,201534,08/29/15,Bay Area,Parainfluenza_3,0,110,0.00
2014-2015,201534,08/29/15,Bay Area,Parainfluenza_4,0,110,0.00
2014-2015,201534,08/29/15,Bay Area,Parainfluenza_UnknownType,0,110,0.00
2014-2015,201534,08/29/15,Bay Area,Total_Parainfluenza,1,110,0.91
2014-2015,201534,08/29/15,California,Influenza_A,1,409,0.24
2014-2015,201534,08/29/15,California,Influenza_B,0,409,0.00
2014-2015,201534,08/29/15,California,Total_Influenza,1,409,0.24
2014-2015,201534,08/29/15,California,RSV,2,405,0.49
2014-2015,201534,08/29/15,California,Adenovirus,10,351,2.85
2014-2015,201534,08/29/15,California,Enterovirus_Rhinovirus,91,366,24.86
2014-2015,201534,08/29/15,California,HMPV,4,351,1.14
2014-2015,201534,08/29/15,California,Parainfluenza_1,3,350,0.86
2014-2015,201534,08/29/15,California,Parainfluenza_2,1,350,0.29
2014-2015,201534,08/29/15,California,Parainfluenza_3,6,350,1.71
2014-2015,201534,08/29/15,California,Parainfluenza_4,0,350,0.00
2014-2015,201534,08/29/15,California,Parainfluenza_UnknownType,1,350,0.29
2014-2015,201534,08/29/15,California,Total_Parainfluenza,11,350,3.14
2014-2015,201534,08/29/15,Central,Influenza_A,1,91,1.10
2014-2015,201534,08/29/15,Central,Influenza_B,0,91,0.00
2014-2015,201534,08/29/15,Central,Total_Influenza,1,91,1.10
2014-2015,201534,08/29/15,Central,RSV,0,89,0.00
2014-2015,201534,08/29/15,Central,Adenovirus,4,87,4.60
2014-2015,201534,08/29/15,Central,Enterovirus_Rhinovirus,28,87,32.18
2014-2015,201534,08/29/15,Central,HMPV,1,87,1.15
2014-2015,201534,08/29/15,Central,Parainfluenza_1,1,87,1.15
2014-2015,201534,08/29/15,Central,Parainfluenza_2,0,87,0.00
2014-2015,201534,08/29/15,Central,Parainfluenza_3,2,87,2.30
2014-2015,201534,08/29/15,Central,Parainfluenza_4,0,87,0.00
2014-2015,201534,08/29/15,Central,Parainfluenza_UnknownType,0,87,0.00
2014-2015,201534,08/29/15,Central,Total_Parainfluenza,3,87,3.45
2014-2015,201534,08/29/15,Lower Southern,Influenza_A,0,63,0.00
2014-2015,201534,08/29/15,Lower Southern,Influenza_B,0,63,0.00
2014-2015,201534,08/29/15,Lower Southern,Total_Influenza,0,63,0.00
2014-2015,201534,08/29/15,Lower Southern,RSV,0,61,0.00
2014-2015,201534,08/29/15,Lower Southern,Adenovirus,0,38,0.00
2014-2015,201534,08/29/15,Lower Southern,Enterovirus_Rhinovirus,16,53,30.19
2014-2015,201534,08/29/15,Lower Southern,HMPV,0,38,0.00
2014-2015,201534,08/29/15,Lower Southern,Parainfluenza_1,0,38,0.00
2014-2015,201534,08/29/15,Lower Southern,Parainfluenza_2,0,38,0.00
2014-2015,201534,08/29/15,Lower Southern,Parainfluenza_3,0,38,0.00
2014-2015,201534,08/29/15,Lower Southern,Parainfluenza_4,0,38,0.00
2014-2015,201534,08/29/15,Lower Southern,Parainfluenza_UnknownType,1,38,2.63
2014-2015,201534,08/29/15,Lower Southern,Total_Parainfluenza,1,38,2.63
2014-2015,201534,08/29/15,Northern,Influenza_A,0,7,0.00
2014-2015,201534,08/29/15,Northern,Influenza_B,0,7,0.00
2014-2015,201534,08/29/15,Northern,Total_Influenza,0,7,0.00
2014-2015,201534,08/29/15,Northern,RSV,0,7,0.00
2014-2015,201534,08/29/15,Northern,Adenovirus,0,7,0.00
2014-2015,201534,08/29/15,Northern,Enterovirus_Rhinovirus,1,7,14.29
2014-2015,201534,08/29/15,Northern,HMPV,0,7,0.00
2014-2015,201534,08/29/15,Northern,Parainfluenza_1,0,7,0.00
2014-2015,201534,08/29/15,Northern,Parainfluenza_2,0,7,0.00
2014-2015,201534,08/29/15,Northern,Parainfluenza_3,2,7,28.57
2014-2015,201534,08/29/15,Northern,Parainfluenza_4,0,7,0.00
2014-2015,201534,08/29/15,Northern,Parainfluenza_UnknownType,0,7,0.00
2014-2015,201534,08/29/15,Northern,Total_Parainfluenza,2,7,28.57
2014-2015,201534,08/29/15,Upper Southern,Influenza_A,0,135,0.00
2014-2015,201534,08/29/15,Upper Southern,Influenza_B,0,135,0.00
2014-2015,201534,08/29/15,Upper Southern,Total_Influenza,0,135,0.00
2014-2015,201534,08/29/15,Upper Southern,RSV,1,135,0.74
2014-2015,201534,08/29/15,Upper Southern,Adenovirus,3,108,2.78
2014-2015,201534,08/29/15,Upper Southern,Enterovirus_Rhinovirus,22,108,20.37
2014-2015,201534,08/29/15,Upper Southern,HMPV,2,108,1.85
2014-2015,201534,08/29/15,Upper Southern,Parainfluenza_1,1,108,0.93
2014-2015,201534,08/29/15,Upper Southern,Parainfluenza_2,1,108,0.93
2014-2015,201534,08/29/15,Upper Southern,Parainfluenza_3,2,108,1.85
2014-2015,201534,08/29/15,Upper Southern,Parainfluenza_4,0,108,0.00
2014-2015,201534,08/29/15,Upper Southern,Parainfluenza_UnknownType,0,108,0.00
2014-2015,201534,08/29/15,Upper Southern,Total_Parainfluenza,4,108,3.70
2014-2015,201534,08/29/15,Upper/Lower Southern,Influenza_A,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Influenza_B,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Total_Influenza,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,RSV,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Adenovirus,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,HMPV,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Parainfluenza_1,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Parainfluenza_2,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Parainfluenza_3,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Parainfluenza_4,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,
2014-2015,201534,08/29/15,Upper/Lower Southern,Total_Parainfluenza,0,0,
2014-2015,201535,09/05/15,Bay Area,Influenza_A,0,118,0.00
2014-2015,201535,09/05/15,Bay Area,Influenza_B,0,118,0.00
2014-2015,201535,09/05/15,Bay Area,Total_Influenza,0,118,0.00
2014-2015,201535,09/05/15,Bay Area,RSV,1,118,0.85
2014-2015,201535,09/05/15,Bay Area,Adenovirus,9,117,7.69
2014-2015,201535,09/05/15,Bay Area,Enterovirus_Rhinovirus,21,117,17.95
2014-2015,201535,09/05/15,Bay Area,HMPV,0,117,0.00
2014-2015,201535,09/05/15,Bay Area,Parainfluenza_1,1,117,0.85
2014-2015,201535,09/05/15,Bay Area,Parainfluenza_2,0,117,0.00
2014-2015,201535,09/05/15,Bay Area,Parainfluenza_3,0,117,0.00
2014-2015,201535,09/05/15,Bay Area,Parainfluenza_4,0,117,0.00
2014-2015,201535,09/05/15,Bay Area,Parainfluenza_UnknownType,0,117,0.00
2014-2015,201535,09/05/15,Bay Area,Total_Parainfluenza,1,117,0.85
2014-2015,201535,09/05/15,California,Influenza_A,4,603,0.66
2014-2015,201535,09/05/15,California,Influenza_B,0,603,0.00
2014-2015,201535,09/05/15,California,Total_Influenza,4,603,0.66
2014-2015,201535,09/05/15,California,RSV,1,596,0.17
2014-2015,201535,09/05/15,California,Adenovirus,21,557,3.77
2014-2015,201535,09/05/15,California,Enterovirus_Rhinovirus,178,569,31.28
2014-2015,201535,09/05/15,California,HMPV,4,557,0.72
2014-2015,201535,09/05/15,California,Parainfluenza_1,9,557,1.62
2014-2015,201535,09/05/15,California,Parainfluenza_2,0,557,0.00
2014-2015,201535,09/05/15,California,Parainfluenza_3,2,557,0.36
2014-2015,201535,09/05/15,California,Parainfluenza_4,2,557,0.36
2014-2015,201535,09/05/15,California,Parainfluenza_UnknownType,1,557,0.18
2014-2015,201535,09/05/15,California,Total_Parainfluenza,14,557,2.51
2014-2015,201535,09/05/15,Central,Influenza_A,0,99,0.00
2014-2015,201535,09/05/15,Central,Influenza_B,0,99,0.00
2014-2015,201535,09/05/15,Central,Total_Influenza,0,99,0.00
2014-2015,201535,09/05/15,Central,RSV,0,97,0.00
2014-2015,201535,09/05/15,Central,Adenovirus,3,96,3.13
2014-2015,201535,09/05/15,Central,Enterovirus_Rhinovirus,49,97,50.52
2014-2015,201535,09/05/15,Central,HMPV,0,96,0.00
2014-2015,201535,09/05/15,Central,Parainfluenza_1,5,96,5.21
2014-2015,201535,09/05/15,Central,Parainfluenza_2,0,96,0.00
2014-2015,201535,09/05/15,Central,Parainfluenza_3,0,96,0.00
2014-2015,201535,09/05/15,Central,Parainfluenza_4,1,96,1.04
2014-2015,201535,09/05/15,Central,Parainfluenza_UnknownType,0,96,0.00
2014-2015,201535,09/05/15,Central,Total_Parainfluenza,6,96,6.25
2014-2015,201535,09/05/15,Lower Southern,Influenza_A,1,58,1.72
2014-2015,201535,09/05/15,Lower Southern,Influenza_B,0,58,0.00
2014-2015,201535,09/05/15,Lower Southern,Total_Influenza,1,58,1.72
2014-2015,201535,09/05/15,Lower Southern,RSV,0,53,0.00
2014-2015,201535,09/05/15,Lower Southern,Adenovirus,1,23,4.35
2014-2015,201535,09/05/15,Lower Southern,Enterovirus_Rhinovirus,6,34,17.65
2014-2015,201535,09/05/15,Lower Southern,HMPV,0,23,0.00
2014-2015,201535,09/05/15,Lower Southern,Parainfluenza_1,0,23,0.00
2014-2015,201535,09/05/15,Lower Southern,Parainfluenza_2,0,23,0.00
2014-2015,201535,09/05/15,Lower Southern,Parainfluenza_3,0,23,0.00
2014-2015,201535,09/05/15,Lower Southern,Parainfluenza_4,0,23,0.00
2014-2015,201535,09/05/15,Lower Southern,Parainfluenza_UnknownType,1,23,4.35
2014-2015,201535,09/05/15,Lower Southern,Total_Parainfluenza,1,23,4.35
2014-2015,201535,09/05/15,Northern,Influenza_A,0,17,0.00
2014-2015,201535,09/05/15,Northern,Influenza_B,0,17,0.00
2014-2015,201535,09/05/15,Northern,Total_Influenza,0,17,0.00
2014-2015,201535,09/05/15,Northern,RSV,0,17,0.00
2014-2015,201535,09/05/15,Northern,Adenovirus,0,17,0.00
2014-2015,201535,09/05/15,Northern,Enterovirus_Rhinovirus,6,17,35.29
2014-2015,201535,09/05/15,Northern,HMPV,1,17,5.88
2014-2015,201535,09/05/15,Northern,Parainfluenza_1,0,17,0.00
2014-2015,201535,09/05/15,Northern,Parainfluenza_2,0,17,0.00
2014-2015,201535,09/05/15,Northern,Parainfluenza_3,0,17,0.00
2014-2015,201535,09/05/15,Northern,Parainfluenza_4,0,17,0.00
2014-2015,201535,09/05/15,Northern,Parainfluenza_UnknownType,0,17,0.00
2014-2015,201535,09/05/15,Northern,Total_Parainfluenza,0,17,0.00
2014-2015,201535,09/05/15,Upper Southern,Influenza_A,1,104,0.96
2014-2015,201535,09/05/15,Upper Southern,Influenza_B,0,104,0.00
2014-2015,201535,09/05/15,Upper Southern,Total_Influenza,1,104,0.96
2014-2015,201535,09/05/15,Upper Southern,RSV,0,104,0.00
2014-2015,201535,09/05/15,Upper Southern,Adenovirus,4,97,4.12
2014-2015,201535,09/05/15,Upper Southern,Enterovirus_Rhinovirus,41,97,42.27
2014-2015,201535,09/05/15,Upper Southern,HMPV,1,97,1.03
2014-2015,201535,09/05/15,Upper Southern,Parainfluenza_1,2,97,2.06
2014-2015,201535,09/05/15,Upper Southern,Parainfluenza_2,0,97,0.00
2014-2015,201535,09/05/15,Upper Southern,Parainfluenza_3,1,97,1.03
2014-2015,201535,09/05/15,Upper Southern,Parainfluenza_4,0,97,0.00
2014-2015,201535,09/05/15,Upper Southern,Parainfluenza_UnknownType,0,97,0.00
2014-2015,201535,09/05/15,Upper Southern,Total_Parainfluenza,3,97,3.09
2014-2015,201535,09/05/15,Upper/Lower Southern,Influenza_A,2,207,0.97
2014-2015,201535,09/05/15,Upper/Lower Southern,Influenza_B,0,207,0.00
2014-2015,201535,09/05/15,Upper/Lower Southern,Total_Influenza,2,207,0.97
2014-2015,201535,09/05/15,Upper/Lower Southern,RSV,0,207,0.00
2014-2015,201535,09/05/15,Upper/Lower Southern,Adenovirus,4,207,1.93
2014-2015,201535,09/05/15,Upper/Lower Southern,Enterovirus_Rhinovirus,55,207,26.57
2014-2015,201535,09/05/15,Upper/Lower Southern,HMPV,2,207,0.97
2014-2015,201535,09/05/15,Upper/Lower Southern,Parainfluenza_1,1,207,0.48
2014-2015,201535,09/05/15,Upper/Lower Southern,Parainfluenza_2,0,207,0.00
2014-2015,201535,09/05/15,Upper/Lower Southern,Parainfluenza_3,1,207,0.48
2014-2015,201535,09/05/15,Upper/Lower Southern,Parainfluenza_4,1,207,0.48
2014-2015,201535,09/05/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,207,0.00
2014-2015,201535,09/05/15,Upper/Lower Southern,Total_Parainfluenza,3,207,1.45
2014-2015,201536,09/12/15,Bay Area,Influenza_A,0,139,0.00
2014-2015,201536,09/12/15,Bay Area,Influenza_B,0,139,0.00
2014-2015,201536,09/12/15,Bay Area,Total_Influenza,0,139,0.00
2014-2015,201536,09/12/15,Bay Area,RSV,0,139,0.00
2014-2015,201536,09/12/15,Bay Area,Adenovirus,4,134,2.99
2014-2015,201536,09/12/15,Bay Area,Enterovirus_Rhinovirus,28,134,20.90
2014-2015,201536,09/12/15,Bay Area,HMPV,0,134,0.00
2014-2015,201536,09/12/15,Bay Area,Parainfluenza_1,6,134,4.48
2014-2015,201536,09/12/15,Bay Area,Parainfluenza_2,0,134,0.00
2014-2015,201536,09/12/15,Bay Area,Parainfluenza_3,0,134,0.00
2014-2015,201536,09/12/15,Bay Area,Parainfluenza_4,0,134,0.00
2014-2015,201536,09/12/15,Bay Area,Parainfluenza_UnknownType,0,134,0.00
2014-2015,201536,09/12/15,Bay Area,Total_Parainfluenza,6,134,4.48
2014-2015,201536,09/12/15,California,Influenza_A,3,814,0.37
2014-2015,201536,09/12/15,California,Influenza_B,1,814,0.12
2014-2015,201536,09/12/15,California,Total_Influenza,4,814,0.49
2014-2015,201536,09/12/15,California,RSV,5,791,0.63
2014-2015,201536,09/12/15,California,Adenovirus,14,727,1.93
2014-2015,201536,09/12/15,California,Enterovirus_Rhinovirus,175,747,23.43
2014-2015,201536,09/12/15,California,HMPV,6,727,0.83
2014-2015,201536,09/12/15,California,Parainfluenza_1,19,727,2.61
2014-2015,201536,09/12/15,California,Parainfluenza_2,0,727,0.00
2014-2015,201536,09/12/15,California,Parainfluenza_3,8,727,1.10
2014-2015,201536,09/12/15,California,Parainfluenza_4,6,727,0.83
2014-2015,201536,09/12/15,California,Parainfluenza_UnknownType,1,727,0.14
2014-2015,201536,09/12/15,California,Total_Parainfluenza,34,727,4.68
2014-2015,201536,09/12/15,Central,Influenza_A,0,112,0.00
2014-2015,201536,09/12/15,Central,Influenza_B,0,112,0.00
2014-2015,201536,09/12/15,Central,Total_Influenza,0,112,0.00
2014-2015,201536,09/12/15,Central,RSV,0,111,0.00
2014-2015,201536,09/12/15,Central,Adenovirus,3,110,2.73
2014-2015,201536,09/12/15,Central,Enterovirus_Rhinovirus,48,111,43.24
2014-2015,201536,09/12/15,Central,HMPV,2,110,1.82
2014-2015,201536,09/12/15,Central,Parainfluenza_1,4,110,3.64
2014-2015,201536,09/12/15,Central,Parainfluenza_2,0,110,0.00
2014-2015,201536,09/12/15,Central,Parainfluenza_3,0,110,0.00
2014-2015,201536,09/12/15,Central,Parainfluenza_4,0,110,0.00
2014-2015,201536,09/12/15,Central,Parainfluenza_UnknownType,0,110,0.00
2014-2015,201536,09/12/15,Central,Total_Parainfluenza,4,110,3.64
2014-2015,201536,09/12/15,Lower Southern,Influenza_A,1,87,1.15
2014-2015,201536,09/12/15,Lower Southern,Influenza_B,0,87,0.00
2014-2015,201536,09/12/15,Lower Southern,Total_Influenza,1,87,1.15
2014-2015,201536,09/12/15,Lower Southern,RSV,3,65,4.62
2014-2015,201536,09/12/15,Lower Southern,Adenovirus,0,35,0.00
2014-2015,201536,09/12/15,Lower Southern,Enterovirus_Rhinovirus,16,54,29.63
2014-2015,201536,09/12/15,Lower Southern,HMPV,0,35,0.00
2014-2015,201536,09/12/15,Lower Southern,Parainfluenza_1,0,35,0.00
2014-2015,201536,09/12/15,Lower Southern,Parainfluenza_2,0,35,0.00
2014-2015,201536,09/12/15,Lower Southern,Parainfluenza_3,0,35,0.00
2014-2015,201536,09/12/15,Lower Southern,Parainfluenza_4,0,35,0.00
2014-2015,201536,09/12/15,Lower Southern,Parainfluenza_UnknownType,1,35,2.86
2014-2015,201536,09/12/15,Lower Southern,Total_Parainfluenza,1,35,2.86
2014-2015,201536,09/12/15,Northern,Influenza_A,0,10,0.00
2014-2015,201536,09/12/15,Northern,Influenza_B,0,10,0.00
2014-2015,201536,09/12/15,Northern,Total_Influenza,0,10,0.00
2014-2015,201536,09/12/15,Northern,RSV,0,10,0.00
2014-2015,201536,09/12/15,Northern,Adenovirus,0,10,0.00
2014-2015,201536,09/12/15,Northern,Enterovirus_Rhinovirus,1,10,10.00
2014-2015,201536,09/12/15,Northern,HMPV,0,10,0.00
2014-2015,201536,09/12/15,Northern,Parainfluenza_1,0,10,0.00
2014-2015,201536,09/12/15,Northern,Parainfluenza_2,0,10,0.00
2014-2015,201536,09/12/15,Northern,Parainfluenza_3,0,10,0.00
2014-2015,201536,09/12/15,Northern,Parainfluenza_4,0,10,0.00
2014-2015,201536,09/12/15,Northern,Parainfluenza_UnknownType,0,10,0.00
2014-2015,201536,09/12/15,Northern,Total_Parainfluenza,0,10,0.00
2014-2015,201536,09/12/15,Upper Southern,Influenza_A,0,145,0.00
2014-2015,201536,09/12/15,Upper Southern,Influenza_B,0,145,0.00
2014-2015,201536,09/12/15,Upper Southern,Total_Influenza,0,145,0.00
2014-2015,201536,09/12/15,Upper Southern,RSV,1,145,0.69
2014-2015,201536,09/12/15,Upper Southern,Adenovirus,4,117,3.42
2014-2015,201536,09/12/15,Upper Southern,Enterovirus_Rhinovirus,28,117,23.93
2014-2015,201536,09/12/15,Upper Southern,HMPV,1,117,0.85
2014-2015,201536,09/12/15,Upper Southern,Parainfluenza_1,6,117,5.13
2014-2015,201536,09/12/15,Upper Southern,Parainfluenza_2,0,117,0.00
2014-2015,201536,09/12/15,Upper Southern,Parainfluenza_3,3,117,2.56
2014-2015,201536,09/12/15,Upper Southern,Parainfluenza_4,4,117,3.42
2014-2015,201536,09/12/15,Upper Southern,Parainfluenza_UnknownType,0,117,0.00
2014-2015,201536,09/12/15,Upper Southern,Total_Parainfluenza,13,117,11.11
2014-2015,201536,09/12/15,Upper/Lower Southern,Influenza_A,2,321,0.62
2014-2015,201536,09/12/15,Upper/Lower Southern,Influenza_B,1,321,0.31
2014-2015,201536,09/12/15,Upper/Lower Southern,Total_Influenza,3,321,0.93
2014-2015,201536,09/12/15,Upper/Lower Southern,RSV,1,321,0.31
2014-2015,201536,09/12/15,Upper/Lower Southern,Adenovirus,3,321,0.93
2014-2015,201536,09/12/15,Upper/Lower Southern,Enterovirus_Rhinovirus,54,321,16.82
2014-2015,201536,09/12/15,Upper/Lower Southern,HMPV,3,321,0.93
2014-2015,201536,09/12/15,Upper/Lower Southern,Parainfluenza_1,3,321,0.93
2014-2015,201536,09/12/15,Upper/Lower Southern,Parainfluenza_2,0,321,0.00
2014-2015,201536,09/12/15,Upper/Lower Southern,Parainfluenza_3,5,321,1.56
2014-2015,201536,09/12/15,Upper/Lower Southern,Parainfluenza_4,2,321,0.62
2014-2015,201536,09/12/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,321,0.00
2014-2015,201536,09/12/15,Upper/Lower Southern,Total_Parainfluenza,10,321,3.12
2014-2015,201537,09/19/15,Bay Area,Influenza_A,3,123,2.44
2014-2015,201537,09/19/15,Bay Area,Influenza_B,1,123,0.81
2014-2015,201537,09/19/15,Bay Area,Total_Influenza,4,123,3.25
2014-2015,201537,09/19/15,Bay Area,RSV,0,123,0.00
2014-2015,201537,09/19/15,Bay Area,Adenovirus,10,121,8.26
2014-2015,201537,09/19/15,Bay Area,Enterovirus_Rhinovirus,28,121,23.14
2014-2015,201537,09/19/15,Bay Area,HMPV,0,120,0.00
2014-2015,201537,09/19/15,Bay Area,Parainfluenza_1,1,121,0.83
2014-2015,201537,09/19/15,Bay Area,Parainfluenza_2,0,121,0.00
2014-2015,201537,09/19/15,Bay Area,Parainfluenza_3,1,121,0.83
2014-2015,201537,09/19/15,Bay Area,Parainfluenza_4,0,121,0.00
2014-2015,201537,09/19/15,Bay Area,Parainfluenza_UnknownType,0,121,0.00
2014-2015,201537,09/19/15,Bay Area,Total_Parainfluenza,2,121,1.65
2014-2015,201537,09/19/15,California,Influenza_A,10,773,1.29
2014-2015,201537,09/19/15,California,Influenza_B,1,773,0.13
2014-2015,201537,09/19/15,California,Total_Influenza,11,773,1.42
2014-2015,201537,09/19/15,California,RSV,5,753,0.66
2014-2015,201537,09/19/15,California,Adenovirus,20,685,2.92
2014-2015,201537,09/19/15,California,Enterovirus_Rhinovirus,187,701,26.68
2014-2015,201537,09/19/15,California,HMPV,4,712,0.56
2014-2015,201537,09/19/15,California,Parainfluenza_1,13,685,1.90
2014-2015,201537,09/19/15,California,Parainfluenza_2,0,685,0.00
2014-2015,201537,09/19/15,California,Parainfluenza_3,4,685,0.58
2014-2015,201537,09/19/15,California,Parainfluenza_4,1,685,0.15
2014-2015,201537,09/19/15,California,Parainfluenza_UnknownType,3,685,0.44
2014-2015,201537,09/19/15,California,Total_Parainfluenza,21,685,3.07
2014-2015,201537,09/19/15,Central,Influenza_A,0,115,0.00
2014-2015,201537,09/19/15,Central,Influenza_B,0,115,0.00
2014-2015,201537,09/19/15,Central,Total_Influenza,0,115,0.00
2014-2015,201537,09/19/15,Central,RSV,0,111,0.00
2014-2015,201537,09/19/15,Central,Adenovirus,3,111,2.70
2014-2015,201537,09/19/15,Central,Enterovirus_Rhinovirus,43,111,38.74
2014-2015,201537,09/19/15,Central,HMPV,2,111,1.80
2014-2015,201537,09/19/15,Central,Parainfluenza_1,2,111,1.80
2014-2015,201537,09/19/15,Central,Parainfluenza_2,0,111,0.00
2014-2015,201537,09/19/15,Central,Parainfluenza_3,1,111,0.90
2014-2015,201537,09/19/15,Central,Parainfluenza_4,0,111,0.00
2014-2015,201537,09/19/15,Central,Parainfluenza_UnknownType,0,111,0.00
2014-2015,201537,09/19/15,Central,Total_Parainfluenza,3,111,2.70
2014-2015,201537,09/19/15,Lower Southern,Influenza_A,0,96,0.00
2014-2015,201537,09/19/15,Lower Southern,Influenza_B,0,96,0.00
2014-2015,201537,09/19/15,Lower Southern,Total_Influenza,0,96,0.00
2014-2015,201537,09/19/15,Lower Southern,RSV,1,80,1.25
2014-2015,201537,09/19/15,Lower Southern,Adenovirus,4,39,10.26
2014-2015,201537,09/19/15,Lower Southern,Enterovirus_Rhinovirus,16,55,29.09
2014-2015,201537,09/19/15,Lower Southern,HMPV,0,67,0.00
2014-2015,201537,09/19/15,Lower Southern,Parainfluenza_1,0,39,0.00
2014-2015,201537,09/19/15,Lower Southern,Parainfluenza_2,0,39,0.00
2014-2015,201537,09/19/15,Lower Southern,Parainfluenza_3,0,39,0.00
2014-2015,201537,09/19/15,Lower Southern,Parainfluenza_4,0,39,0.00
2014-2015,201537,09/19/15,Lower Southern,Parainfluenza_UnknownType,3,39,7.69
2014-2015,201537,09/19/15,Lower Southern,Total_Parainfluenza,3,39,7.69
2014-2015,201537,09/19/15,Northern,Influenza_A,0,22,0.00
2014-2015,201537,09/19/15,Northern,Influenza_B,0,22,0.00
2014-2015,201537,09/19/15,Northern,Total_Influenza,0,22,0.00
2014-2015,201537,09/19/15,Northern,RSV,0,22,0.00
2014-2015,201537,09/19/15,Northern,Adenovirus,2,22,9.09
2014-2015,201537,09/19/15,Northern,Enterovirus_Rhinovirus,7,22,31.82
2014-2015,201537,09/19/15,Northern,HMPV,0,22,0.00
2014-2015,201537,09/19/15,Northern,Parainfluenza_1,0,22,0.00
2014-2015,201537,09/19/15,Northern,Parainfluenza_2,0,22,0.00
2014-2015,201537,09/19/15,Northern,Parainfluenza_3,0,22,0.00
2014-2015,201537,09/19/15,Northern,Parainfluenza_4,0,22,0.00
2014-2015,201537,09/19/15,Northern,Parainfluenza_UnknownType,0,22,0.00
2014-2015,201537,09/19/15,Northern,Total_Parainfluenza,0,22,0.00
2014-2015,201537,09/19/15,Upper Southern,Influenza_A,0,142,0.00
2014-2015,201537,09/19/15,Upper Southern,Influenza_B,0,142,0.00
2014-2015,201537,09/19/15,Upper Southern,Total_Influenza,0,142,0.00
2014-2015,201537,09/19/15,Upper Southern,RSV,3,142,2.11
2014-2015,201537,09/19/15,Upper Southern,Adenovirus,1,117,0.85
2014-2015,201537,09/19/15,Upper Southern,Enterovirus_Rhinovirus,25,117,21.37
2014-2015,201537,09/19/15,Upper Southern,HMPV,1,117,0.85
2014-2015,201537,09/19/15,Upper Southern,Parainfluenza_1,4,117,3.42
2014-2015,201537,09/19/15,Upper Southern,Parainfluenza_2,0,117,0.00
2014-2015,201537,09/19/15,Upper Southern,Parainfluenza_3,0,117,0.00
2014-2015,201537,09/19/15,Upper Southern,Parainfluenza_4,0,117,0.00
2014-2015,201537,09/19/15,Upper Southern,Parainfluenza_UnknownType,0,117,0.00
2014-2015,201537,09/19/15,Upper Southern,Total_Parainfluenza,4,117,3.42
2014-2015,201537,09/19/15,Upper/Lower Southern,Influenza_A,7,275,2.55
2014-2015,201537,09/19/15,Upper/Lower Southern,Influenza_B,0,275,0.00
2014-2015,201537,09/19/15,Upper/Lower Southern,Total_Influenza,7,275,2.55
2014-2015,201537,09/19/15,Upper/Lower Southern,RSV,1,275,0.36
2014-2015,201537,09/19/15,Upper/Lower Southern,Adenovirus,0,275,0.00
2014-2015,201537,09/19/15,Upper/Lower Southern,Enterovirus_Rhinovirus,68,275,24.73
2014-2015,201537,09/19/15,Upper/Lower Southern,HMPV,1,275,0.36
2014-2015,201537,09/19/15,Upper/Lower Southern,Parainfluenza_1,6,275,2.18
2014-2015,201537,09/19/15,Upper/Lower Southern,Parainfluenza_2,0,275,0.00
2014-2015,201537,09/19/15,Upper/Lower Southern,Parainfluenza_3,2,275,0.73
2014-2015,201537,09/19/15,Upper/Lower Southern,Parainfluenza_4,1,275,0.36
2014-2015,201537,09/19/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,275,0.00
