Year, Week, Virus,0-4 yr,5-24 yr,25-64 yr,65+ yr
2009,56,A (Unable to Subtype),0,0,1,0
2009,57,A (Unable to Subtype),0,1,0,0
2010,1,A (Unable to Subtype),0,1,2,0
2010,2,A (Unable to Subtype),0,1,1,0
2010,3,A (Unable to Subtype),0,1,1,0
2010,4,A (Unable to Subtype),0,0,0,0
2010,5,A (Unable to Subtype),0,0,0,0
2010,6,A (Unable to Subtype),0,0,0,0
2010,7,A (Unable to Subtype),0,0,0,0
2010,8,A (Unable to Subtype),0,0,0,0
2010,9,A (Unable to Subtype),0,0,0,0
2010,10,A (Unable to Subtype),0,0,0,0
2010,11,A (Unable to Subtype),0,0,0,0
2010,12,A (Unable to Subtype),0,0,0,0
2010,13,A (Unable to Subtype),0,0,0,0
2010,14,A (Unable to Subtype),0,0,0,0
2010,15,A (Unable to Subtype),0,0,0,0
2010,16,A (Unable to Subtype),0,0,0,0
2010,17,A (Unable to Subtype),0,0,0,0
2010,18,A (Unable to Subtype),0,0,0,0
2010,19,A (Unable to Subtype),0,0,0,0
2010,20,A (Unable to Subtype),1,0,0,0
2010,21,A (Unable to Subtype),0,0,0,0
2010,22,A (Unable to Subtype),0,0,0,0
2010,23,A (Unable to Subtype),0,0,0,0
2010,24,A (Unable to Subtype),0,0,0,0
2010,25,A (Unable to Subtype),0,0,0,0
2010,26,A (Unable to Subtype),0,0,0,0
2010,27,A (Unable to Subtype),0,0,0,0
2010,28,A (Unable to Subtype),0,0,0,0
2010,29,A (Unable to Subtype),0,0,0,0
2010,30,A (Unable to Subtype),0,0,0,0
2010,31,A (Unable to Subtype),0,0,0,0
2010,32,A (Unable to Subtype),0,0,0,0
2010,33,A (Unable to Subtype),0,0,0,0
2010,34,A (Unable to Subtype),0,0,0,0
2010,35,A (Unable to Subtype),0,0,0,0
2010,36,A (Unable to Subtype),0,0,0,0
2010,37,A (Unable to Subtype),0,0,0,0
2010,38,A (Unable to Subtype),0,0,0,0
2010,39,A (Unable to Subtype),0,0,0,0
2009,40,A (H3),0,5,6,0
2009,41,A (H3),1,4,0,0
2009,42,A (H3),0,0,1,0
2009,43,A (H3),0,2,3,1
2009,44,A (H3),1,2,0,1
2009,45,A (H3),0,1,1,0
2009,46,A (H3),0,0,0,0
2009,47,A (H3),0,2,1,1
2009,48,A (H3),0,2,0,0
2009,49,A (H3),0,1,0,1
2009,50,A (H3),0,0,1,0
2009,51,A (H3),0,0,0,0
2009,52,A (H3),0,1,1,0
2009,53,A (H3),0,0,0,0
2009,54,A (H3),0,1,1,1
2009,55,A (H3),0,0,1,2
2009,56,A (H3),0,0,0,0
2009,57,A (H3),0,0,0,1
2010,1,A (H3),0,0,0,1
2010,2,A (H3),1,0,1,1
2010,3,A (H3),0,0,0,0
2010,4,A (H3),0,1,0,2
2010,5,A (H3),0,0,0,0
2010,6,A (H3),0,0,0,0
2010,7,A (H3),0,0,0,0
2010,8,A (H3),1,0,0,0
2010,9,A (H3),0,0,0,0
2010,10,A (H3),0,0,0,0
2010,11,A (H3),0,0,0,0
2010,12,A (H3),0,0,1,0
2010,13,A (H3),0,1,0,0
2010,14,A (H3),0,0,0,1
2010,15,A (H3),0,1,1,0
2010,16,A (H3),1,0,1,0
2010,17,A (H3),0,0,0,0
2010,18,A (H3),0,0,1,0
2010,19,A (H3),0,0,2,0
2010,20,A (H3),0,0,0,1
2010,21,A (H3),0,0,0,0
2010,22,A (H3),0,0,0,0
2010,23,A (H3),1,0,0,0
2010,24,A (H3),2,1,0,0
2010,25,A (H3),1,0,3,0
2010,26,A (H3),0,0,1,0
2010,27,A (H3),0,2,1,1
2010,28,A (H3),1,3,3,0
2010,29,A (H3),0,1,0,1
2010,30,A (H3),1,2,5,4
2010,31,A (H3),2,2,3,1
2010,32,A (H3),1,0,3,5
2010,33,A (H3),1,2,2,3
2010,34,A (H3),2,2,7,4
2010,35,A (H3),2,2,4,4
2010,36,A (H3),5,3,5,1
2010,37,A (H3),3,3,16,5
2010,38,A (H3),8,6,13,2
2010,39,A (H3),3,5,6,2
2009,40,A (H1N1)pdm09,179,1064,343,17
2009,41,A (H1N1)pdm09,233,1189,422,33
2009,42,A (H1N1)pdm09,238,1284,640,54
2009,43,A (H1N1)pdm09,278,1431,640,38
2009,44,A (H1N1)pdm09,375,1952,806,77
2009,45,A (H1N1)pdm09,731,2841,1406,130
2009,46,A (H1N1)pdm09,965,3200,1976,292
2009,47,A (H1N1)pdm09,1151,3464,2394,275
2009,48,A (H1N1)pdm09,975,2411,2030,354
2009,49,A (H1N1)pdm09,692,1900,1692,226
2009,50,A (H1N1)pdm09,598,1374,1432,189
2009,51,A (H1N1)pdm09,331,729,935,213
2009,52,A (H1N1)pdm09,157,332,525,126
2009,53,A (H1N1)pdm09,139,230,354,61
2009,54,A (H1N1)pdm09,71,142,235,36
2009,55,A (H1N1)pdm09,49,131,154,28
2009,56,A (H1N1)pdm09,34,69,82,13
2009,57,A (H1N1)pdm09,22,62,123,17
2010,1,A (H1N1)pdm09,37,69,108,11
2010,2,A (H1N1)pdm09,29,76,96,7
2010,3,A (H1N1)pdm09,32,115,97,7
2010,4,A (H1N1)pdm09,28,106,79,6
2010,5,A (H1N1)pdm09,31,127,96,5
2010,6,A (H1N1)pdm09,22,96,82,10
2010,7,A (H1N1)pdm09,29,89,95,7
2010,8,A (H1N1)pdm09,40,119,124,10
2010,9,A (H1N1)pdm09,24,114,125,11
2010,10,A (H1N1)pdm09,37,138,131,8
2010,11,A (H1N1)pdm09,43,72,109,10
2010,12,A (H1N1)pdm09,16,65,69,5
2010,13,A (H1N1)pdm09,16,50,68,11
2010,14,A (H1N1)pdm09,7,35,45,3
2010,15,A (H1N1)pdm09,3,17,22,0
2010,16,A (H1N1)pdm09,3,7,5,1
2010,17,A (H1N1)pdm09,1,5,7,0
2010,18,A (H1N1)pdm09,0,7,10,0
2010,19,A (H1N1)pdm09,0,2,3,0
2010,20,A (H1N1)pdm09,0,3,1,0
2010,21,A (H1N1)pdm09,0,0,0,0
2010,22,A (H1N1)pdm09,0,1,2,0
2010,23,A (H1N1)pdm09,0,0,1,0
2010,24,A (H1N1)pdm09,0,0,1,0
2010,25,A (H1N1)pdm09,0,1,2,0
2010,26,A (H1N1)pdm09,0,0,1,0
2010,27,A (H1N1)pdm09,0,0,1,0
2010,28,A (H1N1)pdm09,0,1,0,0
2010,29,A (H1N1)pdm09,0,3,0,0
2010,30,A (H1N1)pdm09,0,0,1,0
2010,31,A (H1N1)pdm09,0,0,3,1
2010,32,A (H1N1)pdm09,0,4,3,0
2010,33,A (H1N1)pdm09,0,0,1,1
2010,34,A (H1N1)pdm09,0,6,2,0
2010,35,A (H1N1)pdm09,0,1,5,0
2010,36,A (H1N1)pdm09,3,4,1,0
2010,37,A (H1N1)pdm09,0,2,3,0
2010,38,A (H1N1)pdm09,0,0,0,0
2010,39,A (H1N1)pdm09,0,0,2,0
2009,40,A (Subtyping not Performed),2,49,11,2
2009,41,A (Subtyping not Performed),0,19,14,1
2009,42,A (Subtyping not Performed),5,33,17,2
2009,43,A (Subtyping not Performed),7,40,9,1
2009,44,A (Subtyping not Performed),14,42,22,1
2009,45,A (Subtyping not Performed),20,95,41,4
2009,46,A (Subtyping not Performed),37,138,92,12
2009,47,A (Subtyping not Performed),78,111,126,12
2009,48,A (Subtyping not Performed),70,83,121,19
2009,49,A (Subtyping not Performed),47,57,84,5
2009,50,A (Subtyping not Performed),32,32,39,8
2009,51,A (Subtyping not Performed),10,18,25,8
2009,52,A (Subtyping not Performed),8,11,19,6
2009,53,A (Subtyping not Performed),6,11,15,4
2009,54,A (Subtyping not Performed),3,7,5,2
2009,55,A (Subtyping not Performed),1,6,7,1
2009,56,A (Subtyping not Performed),4,0,5,1
2009,57,A (Subtyping not Performed),1,0,2,2
2010,1,A (Subtyping not Performed),0,1,5,3
2010,2,A (Subtyping not Performed),0,1,3,1
2010,3,A (Subtyping not Performed),0,1,0,1
2010,4,A (Subtyping not Performed),1,3,0,1
2010,5,A (Subtyping not Performed),0,2,3,0
2010,6,A (Subtyping not Performed),1,1,2,1
2010,7,A (Subtyping not Performed),1,1,2,1
2010,8,A (Subtyping not Performed),1,1,2,0
2010,9,A (Subtyping not Performed),2,1,2,0
2010,10,A (Subtyping not Performed),1,0,4,1
2010,11,A (Subtyping not Performed),0,3,4,1
2010,12,A (Subtyping not Performed),0,0,1,1
2010,13,A (Subtyping not Performed),0,0,1,0
2010,14,A (Subtyping not Performed),0,0,3,2
2010,15,A (Subtyping not Performed),0,1,0,0
2010,16,A (Subtyping not Performed),0,0,0,0
2010,17,A (Subtyping not Performed),0,0,0,0
2010,18,A (Subtyping not Performed),0,0,0,0
2010,19,A (Subtyping not Performed),0,0,0,0
2010,20,A (Subtyping not Performed),0,0,0,0
2010,21,A (Subtyping not Performed),0,0,0,0
2010,22,A (Subtyping not Performed),0,0,0,0
2010,23,A (Subtyping not Performed),0,0,0,0
2010,24,A (Subtyping not Performed),0,0,0,0
2010,25,A (Subtyping not Performed),0,0,0,0
2010,26,A (Subtyping not Performed),0,0,0,0
2010,27,A (Subtyping not Performed),0,0,0,0
2010,28,A (Subtyping not Performed),0,0,0,0
2010,29,A (Subtyping not Performed),0,0,0,0
2010,30,A (Subtyping not Performed),0,1,0,0
2010,31,A (Subtyping not Performed),0,0,0,0
2010,32,A (Subtyping not Performed),0,0,1,0
2010,33,A (Subtyping not Performed),0,0,0,0
2010,34,A (Subtyping not Performed),0,0,0,0
2010,35,A (Subtyping not Performed),0,0,0,0
2010,36,A (Subtyping not Performed),0,0,0,0
2010,37,A (Subtyping not Performed),0,0,0,0
2010,38,A (Subtyping not Performed),1,0,1,1
2010,39,A (Subtyping not Performed),0,0,0,0
2009,40,B (Lineage Unspecified),0,1,0,0
2009,41,B (Lineage Unspecified),0,3,2,0
2009,42,B (Lineage Unspecified),0,1,0,0
2009,43,B (Lineage Unspecified),1,2,0,0
2009,44,B (Lineage Unspecified),1,1,0,1
2009,45,B (Lineage Unspecified),2,6,0,0
2009,46,B (Lineage Unspecified),4,5,1,0
2009,47,B (Lineage Unspecified),2,9,4,0
2009,48,B (Lineage Unspecified),2,1,1,1
2009,49,B (Lineage Unspecified),5,4,7,1
2009,50,B (Lineage Unspecified),1,3,1,0
2009,51,B (Lineage Unspecified),2,2,0,0
2009,52,B (Lineage Unspecified),0,0,0,0
2009,53,B (Lineage Unspecified),2,1,0,0
2009,54,B (Lineage Unspecified),0,0,0,0
2009,55,B (Lineage Unspecified),1,3,1,0
2009,56,B (Lineage Unspecified),0,0,0,0
2009,57,B (Lineage Unspecified),0,0,3,1
2010,1,B (Lineage Unspecified),0,1,2,0
2010,2,B (Lineage Unspecified),0,2,2,0
2010,3,B (Lineage Unspecified),1,0,0,0
2010,4,B (Lineage Unspecified),0,2,1,0
2010,5,B (Lineage Unspecified),0,1,2,0
2010,6,B (Lineage Unspecified),1,4,0,0
2010,7,B (Lineage Unspecified),2,1,1,2
2010,8,B (Lineage Unspecified),0,0,0,1
2010,9,B (Lineage Unspecified),1,0,0,0
2010,10,B (Lineage Unspecified),1,2,3,0
2010,11,B (Lineage Unspecified),0,0,0,0
2010,12,B (Lineage Unspecified),0,2,2,0
2010,13,B (Lineage Unspecified),0,1,0,0
2010,14,B (Lineage Unspecified),0,1,0,0
2010,15,B (Lineage Unspecified),0,4,2,0
2010,16,B (Lineage Unspecified),0,9,0,2
2010,17,B (Lineage Unspecified),0,2,0,0
2010,18,B (Lineage Unspecified),0,1,1,0
2010,19,B (Lineage Unspecified),0,1,2,0
2010,20,B (Lineage Unspecified),0,2,0,0
2010,21,B (Lineage Unspecified),0,1,0,1
2010,22,B (Lineage Unspecified),0,1,1,0
2010,23,B (Lineage Unspecified),1,0,1,0
2010,24,B (Lineage Unspecified),0,1,0,0
2010,25,B (Lineage Unspecified),0,0,0,0
2010,26,B (Lineage Unspecified),0,0,0,0
2010,27,B (Lineage Unspecified),0,0,0,0
2010,28,B (Lineage Unspecified),0,0,0,0
2010,29,B (Lineage Unspecified),0,1,2,0
2010,30,B (Lineage Unspecified),0,1,1,0
2010,31,B (Lineage Unspecified),0,0,1,0
2010,32,B (Lineage Unspecified),0,8,0,0
2010,33,B (Lineage Unspecified),0,0,0,0
2010,34,B (Lineage Unspecified),2,1,1,0
2010,35,B (Lineage Unspecified),0,1,0,0
2010,36,B (Lineage Unspecified),1,2,0,0
2010,37,B (Lineage Unspecified),0,5,0,0
2010,38,B (Lineage Unspecified),1,6,1,0
2010,39,B (Lineage Unspecified),1,3,3,1
2008,40,A (H1),1,2,0,0
2008,41,A (H1),2,2,0,0
2008,42,A (H1),1,7,5,0
2008,43,A (H1),5,13,3,1
2008,44,A (H1),9,3,0,0
2008,45,A (H1),5,19,8,0
2008,46,A (H1),3,16,4,0
2008,47,A (H1),6,15,2,0
2008,48,A (H1),8,28,3,1
2009,1,A (H1),11,22,8,0
2009,2,A (H1),12,33,19,1
2009,3,A (H1),15,33,19,3
2009,4,A (H1),11,33,18,2
2009,5,A (H1),16,38,44,5
2009,6,A (H1),22,69,51,3
2009,7,A (H1),39,86,61,3
2009,8,A (H1),40,190,98,4
2009,9,A (H1),74,295,134,6
2009,10,A (H1),83,351,170,6
2009,11,A (H1),116,392,224,5
2009,12,A (H1),137,395,242,13
2009,13,A (H1),116,335,194,8
2009,14,A (H1),82,232,186,8
2009,15,A (H1),49,179,112,13
2009,16,A (H1),69,152,113,7
2009,17,A (H1),45,116,79,7
2009,18,A (H1),22,51,40,3
2009,19,A (H1),18,45,29,6
2009,20,A (H1),2,12,23,1
2009,21,A (H1),17,9,14,1
2009,22,A (H1),95,245,249,14
2009,23,A (H1),62,213,163,13
2009,24,A (H1),16,74,40,6
2009,25,A (H1),5,26,29,0
2009,26,A (H1),5,6,11,0
2009,27,A (H1),3,8,9,0
2009,28,A (H1),1,7,5,0
2009,29,A (H1),0,1,3,0
2009,30,A (H1),0,0,1,0
2009,31,A (H1),0,1,12,0
2009,32,A (H1),0,0,1,0
2009,33,A (H1),0,1,1,0
2009,34,A (H1),1,1,1,0
2009,35,A (H1),0,1,2,0
2009,36,A (H1),2,6,2,0
2009,37,A (H1),1,3,4,0
2009,38,A (H1),2,1,6,0
2009,39,A (H1),0,4,1,0
2008,40,A (Unable to Subtype),0,0,0,0
2008,41,A (Unable to Subtype),0,0,0,0
2008,42,A (Unable to Subtype),0,0,0,0
2008,43,A (Unable to Subtype),0,0,0,0
2008,44,A (Unable to Subtype),0,0,0,0
2008,45,A (Unable to Subtype),0,0,0,0
2008,46,A (Unable to Subtype),0,0,0,0
2008,47,A (Unable to Subtype),0,0,0,0
2008,48,A (Unable to Subtype),0,0,0,0
2009,1,A (Unable to Subtype),0,0,0,0
2009,2,A (Unable to Subtype),0,0,0,0
2009,3,A (Unable to Subtype),0,0,0,0
2009,4,A (Unable to Subtype),0,0,0,0
2009,5,A (Unable to Subtype),0,0,0,0
2009,6,A (Unable to Subtype),0,0,0,0
2009,7,A (Unable to Subtype),0,0,0,0
2009,8,A (Unable to Subtype),0,0,0,0
2009,9,A (Unable to Subtype),0,0,0,0
2009,10,A (Unable to Subtype),0,0,0,0
2009,11,A (Unable to Subtype),0,0,0,0
2009,12,A (Unable to Subtype),1,0,0,0
2009,13,A (Unable to Subtype),0,0,0,0
2009,14,A (Unable to Subtype),0,0,0,0
2009,15,A (Unable to Subtype),0,0,0,0
2009,16,A (Unable to Subtype),0,0,0,0
2009,17,A (Unable to Subtype),0,0,0,0
2009,18,A (Unable to Subtype),0,0,0,0
2009,19,A (Unable to Subtype),0,0,1,0
2009,20,A (Unable to Subtype),0,0,0,0
2009,21,A (Unable to Subtype),0,1,0,0
2009,22,A (Unable to Subtype),33,85,52,0
2009,23,A (Unable to Subtype),41,25,20,1
2009,24,A (Unable to Subtype),1,10,13,3
2009,25,A (Unable to Subtype),3,18,2,1
2009,26,A (Unable to Subtype),2,11,5,0
2009,27,A (Unable to Subtype),1,10,4,0
2009,28,A (Unable to Subtype),1,8,5,0
2009,29,A (Unable to Subtype),3,9,9,0
2009,30,A (Unable to Subtype),3,7,22,0
2009,31,A (Unable to Subtype),3,4,13,0
2009,32,A (Unable to Subtype),1,5,2,1
2009,33,A (Unable to Subtype),3,10,8,1
2009,34,A (Unable to Subtype),0,7,6,0
2009,35,A (Unable to Subtype),1,11,9,0
2009,36,A (Unable to Subtype),2,4,9,0
2009,37,A (Unable to Subtype),0,3,2,1
2009,38,A (Unable to Subtype),0,4,7,0
2009,39,A (Unable to Subtype),1,9,2,0
2008,40,A (H3),0,0,0,0
2008,41,A (H3),3,1,0,0
2008,42,A (H3),0,1,2,0
2008,43,A (H3),0,0,0,0
2008,44,A (H3),0,1,2,0
2008,45,A (H3),1,1,0,0
2008,46,A (H3),1,1,0,0
2008,47,A (H3),0,0,1,0
2008,48,A (H3),0,0,0,0
2009,1,A (H3),1,1,2,1
2009,2,A (H3),1,3,4,2
2009,3,A (H3),1,9,7,2
2009,4,A (H3),3,1,8,2
2009,5,A (H3),1,3,12,3
2009,6,A (H3),3,12,15,3
2009,7,A (H3),4,8,13,0
2009,8,A (H3),7,23,10,4
2009,9,A (H3),9,41,21,4
2009,10,A (H3),9,19,16,6
2009,11,A (H3),9,21,24,8
2009,12,A (H3),8,14,25,11
2009,13,A (H3),10,20,18,6
2009,14,A (H3),10,22,22,7
2009,15,A (H3),12,21,19,7
2009,16,A (H3),9,12,29,11
2009,17,A (H3),8,9,20,5
2009,18,A (H3),5,8,12,2
2009,19,A (H3),8,6,10,11
2009,20,A (H3),9,10,7,1
2009,21,A (H3),15,8,8,4
2009,22,A (H3),128,315,290,60
2009,23,A (H3),110,311,221,70
2009,24,A (H3),39,76,71,17
2009,25,A (H3),30,84,79,25
2009,26,A (H3),45,97,72,31
2009,27,A (H3),57,163,144,30
2009,28,A (H3),26,81,96,34
2009,29,A (H3),18,70,83,28
2009,30,A (H3),22,17,16,9
2009,31,A (H3),19,4,7,8
2009,32,A (H3),11,9,8,8
2009,33,A (H3),4,6,11,8
2009,34,A (H3),5,0,9,2
2009,35,A (H3),2,4,5,0
2009,36,A (H3),1,3,2,0
2009,37,A (H3),1,2,4,0
2009,38,A (H3),2,6,8,1
2009,39,A (H3),2,4,6,1
2008,40,A (H1N1)pdm09,0,0,0,0
2008,41,A (H1N1)pdm09,0,0,0,0
2008,42,A (H1N1)pdm09,0,0,0,0
2008,43,A (H1N1)pdm09,0,0,0,0
2008,44,A (H1N1)pdm09,0,0,0,0
2008,45,A (H1N1)pdm09,0,0,0,0
2008,46,A (H1N1)pdm09,0,0,0,0
2008,47,A (H1N1)pdm09,0,0,0,0
2008,48,A (H1N1)pdm09,0,0,0,0
2009,1,A (H1N1)pdm09,0,0,0,0
2009,2,A (H1N1)pdm09,0,0,0,0
2009,3,A (H1N1)pdm09,0,0,0,0
2009,4,A (H1N1)pdm09,0,0,0,0
2009,5,A (H1N1)pdm09,0,0,0,0
2009,6,A (H1N1)pdm09,0,0,0,0
2009,7,A (H1N1)pdm09,0,0,0,0
2009,8,A (H1N1)pdm09,0,0,0,0
2009,9,A (H1N1)pdm09,0,0,0,0
2009,10,A (H1N1)pdm09,0,0,0,0
2009,11,A (H1N1)pdm09,0,0,0,0
2009,12,A (H1N1)pdm09,0,0,0,0
2009,13,A (H1N1)pdm09,0,0,0,0
2009,14,A (H1N1)pdm09,0,0,0,0
2009,15,A (H1N1)pdm09,0,0,0,0
2009,16,A (H1N1)pdm09,0,0,0,0
2009,17,A (H1N1)pdm09,0,0,0,0
2009,18,A (H1N1)pdm09,0,0,0,0
2009,19,A (H1N1)pdm09,0,0,0,0
2009,20,A (H1N1)pdm09,0,0,0,0
2009,21,A (H1N1)pdm09,0,9,5,0
2009,22,A (H1N1)pdm09,119,845,269,12
2009,23,A (H1N1)pdm09,247,1574,436,22
2009,24,A (H1N1)pdm09,154,1083,386,19
2009,25,A (H1N1)pdm09,273,1725,509,29
2009,26,A (H1N1)pdm09,340,1682,697,36
2009,27,A (H1N1)pdm09,437,2017,893,46
2009,28,A (H1N1)pdm09,463,2312,975,59
2009,29,A (H1N1)pdm09,514,2183,1116,61
2009,30,A (H1N1)pdm09,389,1316,874,63
2009,31,A (H1N1)pdm09,331,941,658,59
2009,32,A (H1N1)pdm09,400,1058,740,41
2009,33,A (H1N1)pdm09,353,1009,613,47
2009,34,A (H1N1)pdm09,304,840,585,44
2009,35,A (H1N1)pdm09,308,864,534,33
2009,36,A (H1N1)pdm09,193,620,345,20
2009,37,A (H1N1)pdm09,191,605,344,19
2009,38,A (H1N1)pdm09,207,947,343,12
2009,39,A (H1N1)pdm09,170,845,348,24
2008,40,A (Subtyping not Performed),0,0,0,0
2008,41,A (Subtyping not Performed),1,0,0,0
2008,42,A (Subtyping not Performed),0,1,0,0
2008,43,A (Subtyping not Performed),0,0,0,0
2008,44,A (Subtyping not Performed),0,0,0,0
2008,45,A (Subtyping not Performed),0,0,0,0
2008,46,A (Subtyping not Performed),0,0,0,0
2008,47,A (Subtyping not Performed),0,0,0,0
2008,48,A (Subtyping not Performed),0,0,0,0
2009,1,A (Subtyping not Performed),0,1,0,0
2009,2,A (Subtyping not Performed),0,0,0,0
2009,3,A (Subtyping not Performed),0,1,4,0
2009,4,A (Subtyping not Performed),3,1,3,2
2009,5,A (Subtyping not Performed),2,2,3,0
2009,6,A (Subtyping not Performed),6,2,10,4
2009,7,A (Subtyping not Performed),9,17,14,1
2009,8,A (Subtyping not Performed),7,18,25,1
2009,9,A (Subtyping not Performed),10,24,14,1
2009,10,A (Subtyping not Performed),7,23,15,3
2009,11,A (Subtyping not Performed),8,34,17,4
2009,12,A (Subtyping not Performed),11,28,18,2
2009,13,A (Subtyping not Performed),20,40,37,5
2009,14,A (Subtyping not Performed),10,27,29,4
2009,15,A (Subtyping not Performed),7,12,24,2
2009,16,A (Subtyping not Performed),3,6,13,2
2009,17,A (Subtyping not Performed),2,4,8,1
2009,18,A (Subtyping not Performed),2,5,5,2
2009,19,A (Subtyping not Performed),0,1,3,1
2009,20,A (Subtyping not Performed),0,2,3,1
2009,21,A (Subtyping not Performed),3,37,1,0
2009,22,A (Subtyping not Performed),15,108,43,7
2009,23,A (Subtyping not Performed),28,134,89,20
2009,24,A (Subtyping not Performed),29,157,81,6
2009,25,A (Subtyping not Performed),53,233,159,17
2009,26,A (Subtyping not Performed),50,152,71,5
2009,27,A (Subtyping not Performed),31,98,41,13
2009,28,A (Subtyping not Performed),22,68,26,11
2009,29,A (Subtyping not Performed),27,50,27,4
2009,30,A (Subtyping not Performed),7,12,20,7
2009,31,A (Subtyping not Performed),7,10,12,1
2009,32,A (Subtyping not Performed),2,5,10,0
2009,33,A (Subtyping not Performed),3,5,1,0
2009,34,A (Subtyping not Performed),2,5,5,1
2009,35,A (Subtyping not Performed),2,14,9,0
2009,36,A (Subtyping not Performed),20,43,35,0
2009,37,A (Subtyping not Performed),0,8,10,1
2009,38,A (Subtyping not Performed),0,5,6,1
2009,39,A (Subtyping not Performed),3,12,4,0
2008,40,B (Lineage Unspecified),1,0,1,0
2008,41,B (Lineage Unspecified),1,0,1,0
2008,42,B (Lineage Unspecified),1,2,0,0
2008,43,B (Lineage Unspecified),0,4,1,0
2008,44,B (Lineage Unspecified),0,2,0,0
2008,45,B (Lineage Unspecified),1,0,2,0
2008,46,B (Lineage Unspecified),0,2,0,0
2008,47,B (Lineage Unspecified),5,5,0,1
2008,48,B (Lineage Unspecified),2,4,3,0
2009,1,B (Lineage Unspecified),1,1,0,0
2009,2,B (Lineage Unspecified),1,2,4,0
2009,3,B (Lineage Unspecified),1,10,4,3
2009,4,B (Lineage Unspecified),3,7,1,0
2009,5,B (Lineage Unspecified),7,6,3,1
2009,6,B (Lineage Unspecified),5,11,7,3
2009,7,B (Lineage Unspecified),3,21,3,0
2009,8,B (Lineage Unspecified),10,55,8,0
2009,9,B (Lineage Unspecified),12,116,14,3
2009,10,B (Lineage Unspecified),18,231,24,2
2009,11,B (Lineage Unspecified),27,312,33,4
2009,12,B (Lineage Unspecified),41,281,35,6
2009,13,B (Lineage Unspecified),58,383,46,11
2009,14,B (Lineage Unspecified),66,384,67,10
2009,15,B (Lineage Unspecified),66,288,63,10
2009,16,B (Lineage Unspecified),60,241,72,15
2009,17,B (Lineage Unspecified),43,189,53,9
2009,18,B (Lineage Unspecified),49,131,40,6
2009,19,B (Lineage Unspecified),30,83,26,6
2009,20,B (Lineage Unspecified),20,60,12,3
2009,21,B (Lineage Unspecified),9,33,15,2
2009,22,B (Lineage Unspecified),63,299,109,8
2009,23,B (Lineage Unspecified),37,172,66,9
2009,24,B (Lineage Unspecified),9,60,13,3
2009,25,B (Lineage Unspecified),12,30,11,2
2009,26,B (Lineage Unspecified),4,9,7,0
2009,27,B (Lineage Unspecified),0,5,3,0
2009,28,B (Lineage Unspecified),3,2,2,0
2009,29,B (Lineage Unspecified),1,2,0,1
2009,30,B (Lineage Unspecified),0,0,2,0
2009,31,B (Lineage Unspecified),0,0,0,0
2009,32,B (Lineage Unspecified),0,1,0,0
2009,33,B (Lineage Unspecified),0,0,0,0
2009,34,B (Lineage Unspecified),0,0,0,0
2009,35,B (Lineage Unspecified),0,0,0,0
2009,36,B (Lineage Unspecified),0,0,0,1
2009,37,B (Lineage Unspecified),0,0,1,0
2009,38,B (Lineage Unspecified),0,0,0,0
2009,39,B (Lineage Unspecified),1,3,1,0
2007,40,A (H1),8,8,0,1
2007,41,A (H1),3,15,1,0
2007,42,A (H1),4,8,2,1
2007,43,A (H1),3,8,5,0
2007,44,A (H1),5,3,2,0
2007,45,A (H1),3,9,4,0
2007,46,A (H1),8,11,4,1
2007,47,A (H1),9,11,11,2
2007,48,A (H1),8,16,23,0
2007,49,A (H1),10,14,9,1
2007,50,A (H1),7,23,20,0
2007,51,A (H1),12,27,22,1
2007,52,A (H1),13,36,23,1
2008,1,A (H1),21,33,36,0
2008,2,A (H1),21,57,51,6
2008,3,A (H1),29,84,57,4
2008,4,A (H1),33,92,52,3
2008,5,A (H1),33,121,64,3
2008,6,A (H1),28,126,72,6
2008,7,A (H1),33,96,42,2
2008,8,A (H1),47,75,45,3
2008,9,A (H1),24,55,34,5
2008,10,A (H1),22,28,18,2
2008,11,A (H1),13,28,20,2
2008,12,A (H1),14,12,16,1
2008,13,A (H1),2,4,7,0
2008,14,A (H1),4,6,2,0
2008,15,A (H1),2,3,0,0
2008,16,A (H1),0,0,0,0
2008,17,A (H1),3,1,1,0
2008,18,A (H1),0,0,1,0
2008,19,A (H1),0,0,0,0
2008,20,A (H1),0,0,0,0
2008,21,A (H1),0,0,1,0
2008,22,A (H1),0,0,0,0
2008,23,A (H1),0,0,0,0
2008,24,A (H1),0,0,0,0
2008,25,A (H1),0,0,0,0
2008,26,A (H1),0,0,0,0
2008,27,A (H1),0,0,0,0
2008,28,A (H1),0,0,1,0
2008,29,A (H1),0,0,0,0
2008,30,A (H1),0,0,1,0
2008,31,A (H1),0,0,0,0
2008,32,A (H1),0,1,0,0
2008,33,A (H1),0,0,0,0
2008,34,A (H1),0,0,0,0
2008,35,A (H1),0,0,0,0
2008,36,A (H1),0,0,1,0
2008,37,A (H1),0,0,0,0
2008,38,A (H1),1,2,0,0
2008,39,A (H1),0,2,0,0
2007,40,A (H3),0,0,1,0
2007,41,A (H3),0,2,1,0
2007,42,A (H3),0,1,1,0
2007,43,A (H3),1,1,0,0
2007,44,A (H3),0,0,0,0
2007,45,A (H3),3,4,3,0
2007,46,A (H3),1,4,1,0
2007,47,A (H3),0,1,1,0
2007,48,A (H3),1,5,6,0
2007,49,A (H3),2,3,5,0
2007,50,A (H3),2,6,10,2
2007,51,A (H3),1,12,11,0
