Entity,Code,Year,"Hospital beds (per 1,000 people) (per 1,000 people)"
High income,,1993,7.11876676411941
High income,,1994,7.25652222659188
High income,,1995,7.0705518417144
High income,,1996,6.71406581683808
High income,,1997,6.70919715093181
High income,,1998,6.67554523199385
High income,,1999,6.54414081249974
High income,,2000,6.38153000230594
High income,,2001,6.18325550906014
High income,,2002,6.24710943799152
High income,,2005,5.79761400595452
High income,,2006,6.05124102562476
High income,,2008,5.9447378742342
High income,,2009,5.67996510638442
High income,,2010,4.2686951313838
High income,,2011,4.23148527182461
Honduras,HND,1960,1.64625132083893
Honduras,HND,1970,1.75310003757477
Honduras,HND,1975,1.7036999464035
Honduras,HND,1980,1.32410001754761
Honduras,HND,1985,1.30949997901917
Honduras,HND,1990,1.0067000389
Honduras,HND,1993,0.8000000119
Honduras,HND,1996,1.0599999428
Honduras,HND,2002,1
Honduras,HND,2008,0.7
Honduras,HND,2009,0.8
Honduras,HND,2010,0.8
Honduras,HND,2011,0.7
Honduras,HND,2012,0.7
Hong Kong,HKG,1960,2.64033937454224
Hong Kong,HKG,1970,4.17829990386963
Hong Kong,HKG,1975,5.04129981994629
Hong Kong,HKG,1980,4.02099990844727
Hong Kong,HKG,1981,4.10979986190796
Hong Kong,HKG,1985,4.89090013504028
Hungary,HUN,1994,9.3000001907
Hungary,HUN,1995,8.8000001907
Hungary,HUN,1996,8.8000001907
Hungary,HUN,1997,8
Hungary,HUN,1998,8.1000003815
Hungary,HUN,1999,8.1000003815
Hungary,HUN,2000,8.1000003815
Hungary,HUN,2001,7.9000000954
Hungary,HUN,2002,7.9000000954
Hungary,HUN,2003,7.8000001907
Hungary,HUN,2005,7.9
Hungary,HUN,2006,7.9
Hungary,HUN,2007,7.1
Hungary,HUN,2008,7
Hungary,HUN,2009,7.1
Hungary,HUN,2010,7.18
Hungary,HUN,2011,7.2
IBRD only,,1970,1.53901134357247
IBRD only,,1975,1.61836595990919
IBRD only,,1980,2.259670009998
IBRD only,,1981,2.20689235646786
IBRD only,,1985,2.85702834386867
IBRD only,,1987,3.05200430149407
IBRD only,,1990,3.47320675637771
IBRD only,,1991,2.78303699388006
IBRD only,,2002,1.68478432519365
IBRD only,,2003,2.26788142334693
IBRD only,,2005,2.43537888681635
IBRD only,,2011,2.33555661540382
IDA & IBRD total,,1970,1.43911189051568
IDA & IBRD total,,1975,1.54648319178872
IDA & IBRD total,,1980,2.10562139036988
IDA & IBRD total,,1985,2.82246787670019
IDA & IBRD total,,1990,3.0049496458325
IDA & IBRD total,,1991,2.68756274814457
IDA & IBRD total,,2002,1.61401477656202
IDA & IBRD total,,2005,2.25350276235225
IDA blend,,1960,0.847691575039079
IDA blend,,1970,0.997830704068823
IDA blend,,1975,0.875162941233952
IDA blend,,1980,1.93824492884718
IDA blend,,1990,2.26624970847164
IDA only,,1960,1.26091376717812
IDA only,,1970,1.00146279600863
IDA only,,1990,0.971201688797894
IDA total,,1960,1.11387849919454
IDA total,,1970,1.00031029061407
IDA total,,1980,1.2840059331524
IDA total,,1990,1.44429866099898
Iceland,ISL,1960,9.80000019073486
Iceland,ISL,1970,12.8999996185303
Iceland,ISL,1980,14.8000001907349
Iceland,ISL,1985,15.8000001907349
Iceland,ISL,1990,16.7000007629
Iceland,ISL,1991,16.2999992371
Iceland,ISL,1992,15.8999996185
Iceland,ISL,1993,14.8000001907
Iceland,ISL,1994,14.6999998093
Iceland,ISL,1995,14.6000003815
Iceland,ISL,2002,7.5
Iceland,ISL,2006,5.3391
Iceland,ISL,2007,5.8
Iceland,ISL,2012,3.2
India,IND,1960,0.458986908197403
India,IND,1970,0.604499995708466
India,IND,1975,0.588199973106384
India,IND,1980,0.769699990749359
India,IND,1981,0.769400000572205
India,IND,1985,0.769200026988983
India,IND,1987,0.718200027942657
India,IND,1991,0.7870000005
India,IND,2002,0.69
India,IND,2003,0.8999999762
India,IND,2005,0.9
India,IND,2011,0.7
Indonesia,IDN,1960,0.740457057952881
Indonesia,IDN,1970,0.654600024223328
Indonesia,IDN,1975,0.818300008773804
Indonesia,IDN,1985,0.556800007820129
Indonesia,IDN,1989,0.702600002288818
Indonesia,IDN,1990,0.665199995
Indonesia,IDN,1991,0.6686000228
Indonesia,IDN,1992,0.6650000215
Indonesia,IDN,1993,0.6575999856
Indonesia,IDN,1994,0.6600999832
Indonesia,IDN,1998,0.6
Indonesia,IDN,2002,0.6
Indonesia,IDN,2010,0.6
Indonesia,IDN,2012,0.9
Iran,IRN,1960,0.92567503452301
Iran,IRN,1970,1.37960004806519
Iran,IRN,1980,1.4805999994278
Iran,IRN,1981,1.51559996604919
Iran,IRN,1987,1.51049995422363
Iran,IRN,1988,1.48370003700256
Iran,IRN,1990,1.4330999851
Iran,IRN,1996,1.6000000238
Iran,IRN,2001,1.6000000238
Iran,IRN,2005,1.72
Iran,IRN,2006,1.4
Iran,IRN,2009,1.7
Iran,IRN,2012,0.1
Iraq,IRQ,1960,1.85803997516632
Iraq,IRQ,1970,1.95099997520447
Iraq,IRQ,1980,1.94640004634857
Iraq,IRQ,1981,1.89310002326965
Iraq,IRQ,1989,1.71389997005463
Iraq,IRQ,1990,1.6596000195
Iraq,IRQ,1998,1.4500000477
Iraq,IRQ,2003,1.2999999523
Iraq,IRQ,2005,1.3
Iraq,IRQ,2007,1.33
Iraq,IRQ,2008,1.26
Iraq,IRQ,2009,1.3
Iraq,IRQ,2010,1.3
Iraq,IRQ,2012,1.3
Ireland,IRL,1980,9
Ireland,IRL,1981,9
Ireland,IRL,1982,8.80000019073486
Ireland,IRL,1983,8.60000038146973
Ireland,IRL,1984,8.39999961853027
Ireland,IRL,1985,8.19999980926514
Ireland,IRL,1986,7.90000009536743
Ireland,IRL,1987,7.19999980926514
Ireland,IRL,1988,6.40000009536743
Ireland,IRL,1989,6.19999980926514
Ireland,IRL,1990,6.0999999046
Ireland,IRL,1991,6
Ireland,IRL,1992,5.6999998093
Ireland,IRL,1993,5.5
Ireland,IRL,1994,5.3000001907
Ireland,IRL,1995,5.1999998093
Ireland,IRL,1996,5.0999999046
Ireland,IRL,1997,4.9000000954
Ireland,IRL,1998,4.8000001907
Ireland,IRL,1999,4.6999998093
Ireland,IRL,2000,4.5999999046
Ireland,IRL,2001,4.5
Ireland,IRL,2002,4.4000000954
Ireland,IRL,2003,4.3000001907
Ireland,IRL,2004,5.7
Ireland,IRL,2005,5.6
Ireland,IRL,2006,5.3
Ireland,IRL,2007,5.2
Ireland,IRL,2008,4.9
Ireland,IRL,2010,3.15
Ireland,IRL,2011,2.9
Israel,ISR,1960,6.73793745040894
Israel,ISR,1975,8.07929992675781
Israel,ISR,1980,6.79739999771118
Israel,ISR,1981,6.72940015792847
Israel,ISR,1982,6.76660013198853
Israel,ISR,1983,6.54349994659424
Israel,ISR,1984,6.49660015106201
Israel,ISR,1985,6.50950002670288
Israel,ISR,1986,6.38019990921021
Israel,ISR,1987,6.2898998260498
Israel,ISR,1988,6.31689977645874
Israel,ISR,1989,6.28369998931885
Israel,ISR,1990,6.2431998253
Israel,ISR,1991,5.9699997902
Israel,ISR,1992,5.9895000458
Israel,ISR,1993,6.0778999329
Israel,ISR,1994,6.1012001038
Israel,ISR,1995,5.9800000191
Israel,ISR,1996,6.0300002098
Israel,ISR,1997,6.0500001907
Israel,ISR,1998,6.0999999046
Israel,ISR,1999,6.1199998856
Israel,ISR,2000,6.1399998665
Israel,ISR,2001,6.1599998474
Israel,ISR,2003,6.0999999046
Israel,ISR,2005,6.3
Israel,ISR,2006,6
Israel,ISR,2007,5.8
Israel,ISR,2010,3.5
Israel,ISR,2011,3.37
Israel,ISR,2012,3.3
Italy,ITA,1960,8.89999961853027
Italy,ITA,1961,9
Italy,ITA,1962,9.19999980926514
Italy,ITA,1963,9.30000019073486
Italy,ITA,1964,9.5
Italy,ITA,1965,9.60000038146973
Italy,ITA,1966,9.69999980926514
Italy,ITA,1967,9.89999961853027
Italy,ITA,1968,10.1000003814697
Italy,ITA,1969,10.3000001907349
Italy,ITA,1970,10.6000003814697
Italy,ITA,1971,10.6000003814697
Italy,ITA,1972,10.6000003814697
Italy,ITA,1973,10.5
Italy,ITA,1974,10.6000003814697
Italy,ITA,1975,10.6000003814697
Italy,ITA,1976,10.3999996185303
Italy,ITA,1977,10.3000001907349
Italy,ITA,1978,10
Italy,ITA,1979,9.80000019073486
Italy,ITA,1980,9.60000038146973
Italy,ITA,1981,9.39999961853027
Italy,ITA,1982,9.10000038146973
Italy,ITA,1983,8.89999961853027
Italy,ITA,1984,8.5
Italy,ITA,1985,8.30000019073486
Italy,ITA,1986,8
Italy,ITA,1987,7.80000019073486
Italy,ITA,1988,7.5
Italy,ITA,1989,7.09999990463257
Italy,ITA,1990,7.1999998093
Italy,ITA,1991,6.8000001907
Italy,ITA,1992,6.9000000954
Italy,ITA,1993,6.6999998093
Italy,ITA,1994,6.5999999046
Italy,ITA,1995,6.3000001907
Italy,ITA,1996,6.5
Italy,ITA,1997,5.9000000954
Italy,ITA,1998,5.5
Italy,ITA,1999,4.9000000954
Italy,ITA,2000,4.6999998093
Italy,ITA,2001,4.5999999046
Italy,ITA,2002,4.4000000954
Italy,ITA,2004,4
Italy,ITA,2005,4
Italy,ITA,2006,3.9
Italy,ITA,2008,3.7
Italy,ITA,2009,3.6
Italy,ITA,2010,3.53
Italy,ITA,2011,3.4
Jamaica,JAM,1960,4.14548826217651
Jamaica,JAM,1970,4.10489988327026
Jamaica,JAM,1975,4.99949979782104
Jamaica,JAM,1985,3.33330011367798
Jamaica,JAM,1989,2.40009999275208
Jamaica,JAM,1990,2.2000000477
Jamaica,JAM,1993,2.1003000736
Jamaica,JAM,1995,2.1
Jamaica,JAM,1996,2.1199998856
Jamaica,JAM,2001,1.5
Jamaica,JAM,2002,1.5
Jamaica,JAM,2003,1.3999999762
Jamaica,JAM,2004,1.8
Jamaica,JAM,2005,1.7
Jamaica,JAM,2006,2
Jamaica,JAM,2007,1.7
Jamaica,JAM,2009,1.7
Jamaica,JAM,2010,1.9
Jamaica,JAM,2012,1.7
Japan,JPN,1960,9
Japan,JPN,1970,12.5
Japan,JPN,1980,13.6999998092651
Japan,JPN,1985,14.6999998092651
Japan,JPN,1993,15.6000003815
Japan,JPN,1994,15.5
Japan,JPN,1995,15.3999996185
Japan,JPN,1996,15.1999998093
Japan,JPN,1997,15.1000003815
Japan,JPN,1998,15
Japan,JPN,1999,14.8000001907
Japan,JPN,2000,14.6999998093
Japan,JPN,2001,12.9
Japan,JPN,2002,14.3999996185
Japan,JPN,2003,14.3000001907
Japan,JPN,2004,13.9
Japan,JPN,2005,14.1
Japan,JPN,2006,13.98
Japan,JPN,2008,13.8
Japan,JPN,2009,13.7
Jordan,JOR,1960,3.60545015335083
Jordan,JOR,1970,1.12800002098083
Jordan,JOR,1975,1.02600002288818
Jordan,JOR,1980,1.25769996643066
Jordan,JOR,1981,1.2063000202179
Jordan,JOR,1985,1.20550000667572
Jordan,JOR,1990,1.7977999449
Jordan,JOR,1994,1.6302000284
Jordan,JOR,1997,1.7999999523
Jordan,JOR,2003,1.7000000477
Jordan,JOR,2005,1.7
Jordan,JOR,2006,1.9
Jordan,JOR,2007,1.8
Jordan,JOR,2009,1.8
Jordan,JOR,2010,1.8
Jordan,JOR,2012,1.8
Kazakhstan,KAZ,1980,13.0934000015259
Kazakhstan,KAZ,1981,13.229100227356
Kazakhstan,KAZ,1982,13.3114995956421
Kazakhstan,KAZ,1983,13.3694000244141
Kazakhstan,KAZ,1984,13.5123996734619
Kazakhstan,KAZ,1985,13.5857000350952
Kazakhstan,KAZ,1986,13.5607004165649
Kazakhstan,KAZ,1987,13.5560998916626
Kazakhstan,KAZ,1988,13.5441999435425
Kazakhstan,KAZ,1989,13.6300001144409
Kazakhstan,KAZ,1990,13.6660995483
Kazakhstan,KAZ,1991,13.7089996338
Kazakhstan,KAZ,1992,13.4618997574
Kazakhstan,KAZ,1993,13.1665000916
Kazakhstan,KAZ,1994,12.1447000504
Kazakhstan,KAZ,1995,11.6499996185
Kazakhstan,KAZ,1996,10.3299999237
Kazakhstan,KAZ,1997,8.4499998093
Kazakhstan,KAZ,1998,8.1899995804
Kazakhstan,KAZ,1999,7.25
Kazakhstan,KAZ,2000,7.1900000572
Kazakhstan,KAZ,2001,6.9699997902
Kazakhstan,KAZ,2002,7.0199999809
Kazakhstan,KAZ,2003,7.6999998093
Kazakhstan,KAZ,2004,7.7
Kazakhstan,KAZ,2005,7.7
Kazakhstan,KAZ,2006,7.8
Kazakhstan,KAZ,2007,7.7
Kazakhstan,KAZ,2008,7.7
Kazakhstan,KAZ,2009,7.6
Kazakhstan,KAZ,2012,7.2
Kenya,KEN,1960,1.25048005580902
Kenya,KEN,1970,1.26429998874664
Kenya,KEN,1975,1.25
Kenya,KEN,1985,1.70710003376007
Kenya,KEN,1989,1.43620002269745
Kenya,KEN,1990,1.6471999884
Kenya,KEN,2002,1.9
Kenya,KEN,2004,1.4
Kenya,KEN,2006,1.4
Kenya,KEN,2010,1.4
Kiribati,KIR,1960,6.36363649368286
Kiribati,KIR,1970,12.3312997817993
Kiribati,KIR,1980,5.09469985961914
Kiribati,KIR,1981,4.76830005645752
Kiribati,KIR,1990,4.2718000412
Kiribati,KIR,1998,1.7999999523
Kiribati,KIR,2004,1.5
Kiribati,KIR,2005,1.51
Kiribati,KIR,2009,1.5
Kiribati,KIR,2010,1.4
Kiribati,KIR,2011,1.3
Kuwait,KWT,1960,6.79856109619141
Kuwait,KWT,1970,4.83470010757446
Kuwait,KWT,1980,4.144700050354
Kuwait,KWT,1989,2.98539996147156
Kuwait,KWT,1997,2.7599999905
Kuwait,KWT,2002,2.2000000477
Kuwait,KWT,2005,1.9
Kuwait,KWT,2006,1.9
Kuwait,KWT,2008,1.8
Kuwait,KWT,2009,2
Kuwait,KWT,2012,2.2
Kyrgyzstan,KGZ,1980,12.0114002227783
Kyrgyzstan,KGZ,1981,12.1184997558594
Kyrgyzstan,KGZ,1982,12.1033000946045
Kyrgyzstan,KGZ,1983,11.9364995956421
Kyrgyzstan,KGZ,1984,11.9771003723145
Kyrgyzstan,KGZ,1985,12.0304002761841
Kyrgyzstan,KGZ,1986,12.0309000015259
Kyrgyzstan,KGZ,1987,12.0642004013062
Kyrgyzstan,KGZ,1988,11.9474000930786
Kyrgyzstan,KGZ,1989,11.9720001220703
Kyrgyzstan,KGZ,1990,11.9772996902
Kyrgyzstan,KGZ,1991,12.0579996109
Kyrgyzstan,KGZ,1992,11.9320001602
Kyrgyzstan,KGZ,1993,10.7455997467
Kyrgyzstan,KGZ,1994,9.6052999496
Kyrgyzstan,KGZ,1995,8.6400003433
Kyrgyzstan,KGZ,1996,8.4099998474
Kyrgyzstan,KGZ,1997,8.6000003815
Kyrgyzstan,KGZ,1998,8.3000001907
Kyrgyzstan,KGZ,1999,7.4699997902
Kyrgyzstan,KGZ,2000,7.4000000954
Kyrgyzstan,KGZ,2001,6.1999998093
Kyrgyzstan,KGZ,2002,5.5
Kyrgyzstan,KGZ,2003,5.3000001907
Kyrgyzstan,KGZ,2004,5.3
Kyrgyzstan,KGZ,2005,5.1
Kyrgyzstan,KGZ,2006,5.1
Kyrgyzstan,KGZ,2007,5.1
Kyrgyzstan,KGZ,2011,4.79
Kyrgyzstan,KGZ,2012,4.8
Laos,LAO,1960,0.472209453582764
Laos,LAO,1970,0.92739999294281
Laos,LAO,1990,2.5697999001
Laos,LAO,2002,0.9
Laos,LAO,2005,1.2
Laos,LAO,2010,0.7
Laos,LAO,2012,1.5
Late-demographic dividend,,1970,1.9564633221293
Late-demographic dividend,,1975,2.23710453844173
Late-demographic dividend,,1980,2.81712140307384
Late-demographic dividend,,1981,2.69824275288191
Late-demographic dividend,,1985,4.03202239027242
Late-demographic dividend,,1986,4.07526467311556
Late-demographic dividend,,1987,4.06207264825398
Late-demographic dividend,,1988,4.17735821800465
Late-demographic dividend,,1989,4.01257553581862
Late-demographic dividend,,1990,3.88604310869813
Late-demographic dividend,,1991,4.05091118808778
Late-demographic dividend,,1992,3.97467987840043
Late-demographic dividend,,1993,3.92952739473546
Late-demographic dividend,,1994,3.91603889608853
Late-demographic dividend,,1995,3.83211525889206
Late-demographic dividend,,1996,3.67151503660735
Late-demographic dividend,,1997,3.60078011681453
Late-demographic dividend,,1998,3.69890018075816
Late-demographic dividend,,1999,3.5617016015379
Late-demographic dividend,,2000,3.55227281612223
Late-demographic dividend,,2001,3.45710382616476
Late-demographic dividend,,2002,2.67030144646023
Late-demographic dividend,,2003,3.14392131955359
Late-demographic dividend,,2004,3.58208657522711
Late-demographic dividend,,2005,3.21835009631292
Late-demographic dividend,,2006,3.04367255547948
Late-demographic dividend,,2009,3.95688045945091
Late-demographic dividend,,2010,3.35242316924399
Late-demographic dividend,,2011,3.61379482674673
Latin America & Caribbean,,1960,3.43103404847144
Latin America & Caribbean,,1970,3.46233556752704
Latin America & Caribbean,,1990,2.47946003810517
Latin America & Caribbean,,1993,2.55436393312206
Latin America & Caribbean,,1996,2.25962908724489
Latin America & Caribbean,,2009,1.94675769272631
Latin America & Caribbean,,2010,2.23670002968132
Latin America & Caribbean,,2011,2.0019766928894
Latin America & Caribbean (IDA & IBRD),,1960,3.38525971757853
Latin America & Caribbean (IDA & IBRD),,1970,3.4052105188871
Latin America & Caribbean (IDA & IBRD),,1990,2.40185093700078
Latin America & Caribbean (IDA & IBRD),,1993,2.47175648227076
Latin America & Caribbean (IDA & IBRD),,1996,2.17792840452228
Latin America & Caribbean (IDA & IBRD),,2009,1.84640618821106
Latin America & Caribbean (IDA & IBRD),,2010,2.14782439076583
Latin America & Caribbean (IDA & IBRD),,2011,1.93987314043171
Latin America & Caribbean (excluding high income),,1960,2.91950771737503
Latin America & Caribbean (excluding high income),,1970,3.11138021396141
Latin America & Caribbean (excluding high income),,1990,2.24892803583215
Latin America & Caribbean (excluding high income),,1993,2.34498139300539
Latin America & Caribbean (excluding high income),,1996,2.11902210716439
Latin America & Caribbean (excluding high income),,2002,1.93174965852092
Latin America & Caribbean (excluding high income),,2009,1.93275943882529
Latin America & Caribbean (excluding high income),,2010,2.0279413644494
Latin America & Caribbean (excluding high income),,2011,1.78856766547881
Latvia,LVA,1980,13.8909997940063
Latvia,LVA,1985,14.3086004257202
Latvia,LVA,1986,14.1928997039795
Latvia,LVA,1987,14.2390003204346
Latvia,LVA,1988,14.0949001312256
Latvia,LVA,1989,14.0235004425049
Latvia,LVA,1990,14.0754003525
Latvia,LVA,1991,13.6218996048
Latvia,LVA,1992,12.9406003952
Latvia,LVA,1993,12.2314996719
Latvia,LVA,1994,12.0551996231
Latvia,LVA,1995,11.1899995804
Latvia,LVA,1996,10.4399995804
Latvia,LVA,1997,9.8000001907
Latvia,LVA,1998,9.4099998474
Latvia,LVA,1999,9.029999733
Latvia,LVA,2000,8.7299995422
Latvia,LVA,2001,8.1999998093
Latvia,LVA,2003,7.8000001907
Latvia,LVA,2005,7.7
Latvia,LVA,2006,7.6
Latvia,LVA,2007,7.6
Latvia,LVA,2009,6.4
Latvia,LVA,2010,5.32
Latvia,LVA,2011,5.9
Least developed countries: UN classification,,1960,1.27675370403793
Least developed countries: UN classification,,1970,1.00051215650172
Least developed countries: UN classification,,1990,0.730120424532465
Lebanon,LBN,1960,4.58133935928345
Lebanon,LBN,1970,4.09870004653931
Lebanon,LBN,1990,1.6505999565
Lebanon,LBN,1992,3.0827000141
Lebanon,LBN,1997,2.7000000477
Lebanon,LBN,2001,3
Lebanon,LBN,2005,3.6
Lebanon,LBN,2007,3.43
Lebanon,LBN,2009,3.5
Lebanon,LBN,2012,3.5
Lesotho,LSO,1960,1.10372042655945
Lesotho,LSO,1970,1.744500041008
Lesotho,LSO,1975,1.62839996814728
Lesotho,LSO,2006,1.3
Liberia,LBR,1960,1.322425365448
Liberia,LBR,1970,1.57690000534058
Liberia,LBR,1975,1.64699995517731
Liberia,LBR,2009,0.7
Liberia,LBR,2010,0.8
Libya,LBY,1960,2.75537443161011
Libya,LBY,1970,3.81369996070862
Libya,LBY,1981,4.82550001144409
Libya,LBY,1990,4.1729998589
Libya,LBY,1997,4.3000001907
Libya,LBY,2002,3.9000000954
Libya,LBY,2004,3.4
Libya,LBY,2006,3.7
Libya,LBY,2008,3.7
Libya,LBY,2009,3.7
Libya,LBY,2012,3.7
Lithuania,LTU,1980,12.0663995742798
Lithuania,LTU,1985,12.7760000228882
Lithuania,LTU,1986,12.7692003250122
Lithuania,LTU,1987,12.8029003143311
Lithuania,LTU,1988,12.8053998947144
Lithuania,LTU,1989,12.6358003616333
Lithuania,LTU,1990,12.4871997833
Lithuania,LTU,1991,12.4653997421
Lithuania,LTU,1992,12.0453996658
Lithuania,LTU,1993,11.9105997086
Lithuania,LTU,1994,11.2838001251
Lithuania,LTU,1995,11.0900001526
Lithuania,LTU,1996,10.8800001144
Lithuania,LTU,1997,10.1899995804
Lithuania,LTU,1998,10.029999733
Lithuania,LTU,1999,9.8500003815
Lithuania,LTU,2000,9.7600002289
Lithuania,LTU,2001,9.220000267
Lithuania,LTU,2003,8.6999998093
Lithuania,LTU,2005,8.1
Lithuania,LTU,2006,8
Lithuania,LTU,2007,8.1
Lithuania,LTU,2008,6.8
Lithuania,LTU,2009,6.8
Lithuania,LTU,2010,6.75
Lithuania,LTU,2011,7
Low & middle income,,1970,1.33937511062319
Low & middle income,,1975,1.53951869325448
Low & middle income,,1980,2.04485762831294
Low & middle income,,1985,2.77320871251286
Low & middle income,,1990,2.95627699821508
Low & middle income,,1991,2.6461386791542
Low & middle income,,2002,1.63652292963551
Low & middle income,,2005,2.21126163083431
Low income,,1960,1.38834985082223
Low income,,1970,1.25856448965498
Low income,,1990,0.982446112619157
Lower middle income,,1960,0.724353878090844
Lower middle income,,1970,0.813486519579295
Lower middle income,,1975,0.844395594777004
Lower middle income,,1980,1.66368236005228
Lower middle income,,1981,1.56751497632302
Lower middle income,,1985,1.5527119413627
Lower middle income,,1991,1.471787294993
Lower middle income,,2002,0.754963819967091
Lower middle income,,2005,1.32289738958232
Luxembourg,LUX,1986,8.10000038146973
Luxembourg,LUX,1987,8
Luxembourg,LUX,1988,7.90000009536743
Luxembourg,LUX,1989,7.80000019073486
Luxembourg,LUX,1990,7.5999999046
Luxembourg,LUX,1991,7.5
Luxembourg,LUX,1992,7.3000001907
Luxembourg,LUX,1993,7.4000000954
Luxembourg,LUX,1994,7.1999998093
Luxembourg,LUX,1995,7.0999999046
Luxembourg,LUX,1996,7
Luxembourg,LUX,1997,6.9000000954
Luxembourg,LUX,1998,6.8000001907
Luxembourg,LUX,1999,6.3000001907
Luxembourg,LUX,2000,6.1999998093
Luxembourg,LUX,2001,6.0999999046
Luxembourg,LUX,2002,6
Luxembourg,LUX,2003,6
Luxembourg,LUX,2004,6.3
Luxembourg,LUX,2008,5.6
Luxembourg,LUX,2009,5.6
Luxembourg,LUX,2010,5.4
Macao,MAC,1960,10.1213865280151
Macao,MAC,1970,5.29530000686646
Macedonia,MKD,1970,5.4503002166748
Macedonia,MKD,1971,5.44339990615845
Macedonia,MKD,1972,5.49429988861084
Macedonia,MKD,1973,5.4028000831604
Macedonia,MKD,1974,5.46439981460571
Macedonia,MKD,1975,5.4443998336792
Macedonia,MKD,1976,5.31090021133423
Macedonia,MKD,1977,5.26980018615723
Macedonia,MKD,1978,5.17379999160767
Macedonia,MKD,1979,5.24370002746582
Macedonia,MKD,1980,5.19850015640259
Macedonia,MKD,1981,5.18160009384155
Macedonia,MKD,1982,5.36460018157959
Macedonia,MKD,1983,5.3383002281189
Macedonia,MKD,1984,5.40290021896362
Macedonia,MKD,1985,5.51189994812012
Macedonia,MKD,1986,5.49949979782104
Macedonia,MKD,1987,5.43359994888306
Macedonia,MKD,1988,5.47429990768433
Macedonia,MKD,1989,5.49900007247925
Macedonia,MKD,1990,5.9477000237
Macedonia,MKD,1991,5.7873001099
Macedonia,MKD,1992,5.6964001656
Macedonia,MKD,1993,5.6005997658
Macedonia,MKD,1994,5.5500001907
Macedonia,MKD,1995,5.4099998474
Macedonia,MKD,1996,5.1999998093
Macedonia,MKD,1997,5.1599998474
Macedonia,MKD,1998,5.1500000954
Macedonia,MKD,1999,5.0999999046
Macedonia,MKD,2000,5.0599999428
Macedonia,MKD,2001,4.9299998283
Macedonia,MKD,2002,4.8299999237
Macedonia,MKD,2005,4.7
Macedonia,MKD,2006,4.6
Macedonia,MKD,2009,4.5
Macedonia,MKD,2010,4.59
Macedonia,MKD,2011,4.5
Madagascar,MDG,1960,2.40618586540222
Madagascar,MDG,1970,2.79080009460449
Madagascar,MDG,1975,2.43129992485046
Madagascar,MDG,1990,0.9359999895
Madagascar,MDG,2002,0.4199999869
Madagascar,MDG,2005,0.3
Madagascar,MDG,2010,0.2
Malawi,MWI,1960,1.11873054504395
Malawi,MWI,1970,1.53849995136261
Malawi,MWI,1989,0.841899991035461
Malawi,MWI,1990,1.5506999493
Malawi,MWI,1998,1.3400000334
Malawi,MWI,2007,1.1
Malawi,MWI,2011,1.3
Malaysia,MYS,1960,3.72813272476196
Malaysia,MYS,1970,3.46970009803772
Malaysia,MYS,1975,3.34669995307922
Malaysia,MYS,1981,2.27830004692078
Malaysia,MYS,1985,2.5576000213623
Malaysia,MYS,1987,2.47790002822876
Malaysia,MYS,1989,2.33949995040894
Malaysia,MYS,1990,2.1305999756
Malaysia,MYS,1991,2.0938999653
Malaysia,MYS,1992,2.0606999397
Malaysia,MYS,1993,2.0295000076
Malaysia,MYS,1994,2.0215001106
Malaysia,MYS,1995,2.0299999714
Malaysia,MYS,1996,2.0099999905
Malaysia,MYS,2001,1.8
Malaysia,MYS,2005,1.8
Malaysia,MYS,2006,1.9
Malaysia,MYS,2007,1.76
Malaysia,MYS,2009,1.8
Malaysia,MYS,2010,1.8
Malaysia,MYS,2011,1.79
Malaysia,MYS,2012,1.9
Maldives,MDV,1990,0.7627999783
Maldives,MDV,2000,1.7000000477
Maldives,MDV,2002,2.26
Maldives,MDV,2003,2.3
Maldives,MDV,2005,2.6
Maldives,MDV,2009,4.3
Mali,MLI,1960,0.668505728244781
Mali,MLI,1970,0.679099977016449
Mali,MLI,1975,0.714299976825714
Mali,MLI,1998,0.2399999946
Mali,MLI,2005,0.3
Mali,MLI,2008,0.6
Mali,MLI,2010,0.1
Malta,MLT,1960,9.2583589553833
Malta,MLT,1984,9.46389961242676
Malta,MLT,1987,9.33530044555664
Malta,MLT,1988,9.25730037689209
Malta,MLT,1989,9.44110012054443
Malta,MLT,1993,5.8432002068
Malta,MLT,1994,5.6210999489
Malta,MLT,1995,5.4299998283
Malta,MLT,1996,5.7800002098
Malta,MLT,1997,5.6399998665
Malta,MLT,1998,5.6100001335
Malta,MLT,1999,5.5700001717
Malta,MLT,2000,5.4800000191
Malta,MLT,2001,4.9600000381
Malta,MLT,2003,4.8000001907
Malta,MLT,2005,7.5
Malta,MLT,2006,7.6129
Malta,MLT,2007,7.8
Malta,MLT,2009,4.9
Malta,MLT,2010,4.5
Malta,MLT,2011,4.44
Malta,MLT,2012,4.8
Marshall Islands,MHL,1990,2.2727000713
Marshall Islands,MHL,1999,2.1
Marshall Islands,MHL,2009,2.7
Marshall Islands,MHL,2010,2.7
Mauritania,MRT,1960,0.20484359562397
Mauritania,MRT,1970,0.34400001168251
Mauritania,MRT,1975,0.344300001859665
Mauritania,MRT,1984,0.767599999904633
Mauritania,MRT,1990,0.6654000282
Mauritania,MRT,2006,0.4
Mauritius,MUS,1960,4.71666669845581
Mauritius,MUS,1970,3.95160007476807
Mauritius,MUS,1975,3.29970002174377
Mauritius,MUS,1980,3.12220001220703
Mauritius,MUS,1985,3.34649991989136
Mauritius,MUS,1991,2.8866000175
Mauritius,MUS,1992,3.1350998878
